"asl","glasser_CMRO2","glasser_CMRGlu","glasser_CBV","glasser_CBF","hill.evo_remapped","hill.dev_remapped","glasser_GI","x","y","z","externopyramidisation","thickness","curvature","PC1_AHBA","PC1_neurosynth","T1T2","G1_fMRI","CBF","allom","geodist"
60.9579410287081,6208.33002392344,7192.99916267943,7021.06758373206,6764.11184210526,-1.72637248803828,-0.0640925596674641,-0.527573129319633,10.0783,84.1594,1.75854,0.4020745975,1.9463233645,0.210864977,-16.1755203657578,5.31340281756045,1.54611669058976,-2.97237484453383,59.059616296936,0.85284884687214,89.76
65.3516923076923,5251.60256410256,6392.6358974359,4377.14615384615,5597.21538461538,0.425740897435897,0.0110947748717949,-0.131118716793043,44.7355,67.2897,11.762,0.2895893005,2.386512889,0.13063507,-4.57688121831699,-10.9165263749551,1.49807872814623,-4.10473008730666,65.5036898111637,1.11620486995999,158.189
57.5499759036145,5615.99397590361,6721.08192771084,5117.87710843373,6088.22831325301,-1.23317759036145,-0.112510909638554,-0.258507918165735,15.102,79.0827,30.8359,0.127838834,2.119732102,0.148189154,-12.9581932352321,1.15431818684773,1.50669960469911,-4.46532189185485,56.3064242656097,0.989554871821087,104.8125
58.6655350416171,5903.80879904875,6955.82033293698,7459.24554102259,6408.23436385256,-1.4043485255648,-0.113119203995244,-0.38381130407714,12.044,82.0592,4.02933,0.3633911075,2.028844171,0.2066837985,-14.212356253163,1.154318186848,1.50888060157376,-3.68021355969847,59.3063429451613,0.843523036770871,91.4141
58.2208300194932,5503.73976608187,6697.5820662768,6514.30682261209,6026.79415204678,-1.18421007797271,-0.0935046562962963,-0.14158343895847,16.6067,84.7934,7.25865,0.4138515255,2.185817791,0.1995106495,-13.4974477742611,1.15431818684778,1.4807871956034,-3.7602850100524,58.1015458578878,0.912007311746049,92.42695
56.6005211208333,5352.16666666667,6544.56125,5305.92333333333,5777.28604166667,-0.985882,-0.0907114927291667,-0.104993971771174,29.5565,86.0086,-1.54204,0.3746596805,2.2700759035,0.186729444,-7.81728581595205,9.47248744826948,1.45880847862086,-3.99660934314804,56.8548387990148,0.983406836921203,169.925
50.3850652173913,5596.12065217391,6608.42934782609,7490.57826086957,6045.7402173913,-1.47132434782609,-0.145878206521739,-0.346299974908187,30.0992,75.9787,-13.1176,0.534154983,2.6472305125,0.170444847,-7.91872625101415,16.3800080233227,1.43834413010538,-4.2492061653776,50.8627689169925,0.956328121246492,124.9235
58.7598788059867,5372.13414634146,6702.94223946785,5041.88392461197,6151.7921286031,-0.292924652538803,-0.02423302654102,0.02840871022781,26.4774,20.198,55.7107,0.1997473745,2.714827562,0.1422188565,-8.67509172756098,-26.2993175811551,1.61925650453856,-5.04652212066637,54.2747892134893,0.858386254290065,175.23
58.2485959832636,5485.12887029289,6740.4230125523,3786.16338912134,6173.57573221757,0.381761774476987,0.0111468088121339,-0.0754612030630794,38.4715,22.8143,53.6375,0.185176394,1.7747134595,0.1564908445,-11.428855182492,-26.2993175811551,1.54298976862258,-5.04230656752899,60.563279323671,0.899373074963271,183.555
70.3097886178862,5447.09756097561,6986.36260162602,4174.64308943089,6284.85691056911,0.47347537398374,0.0588885032520325,0.218053631011111,40.6754,5.59988,52.3705,0.133034564,2.59206866,0.1696222705,0.522845308455929,-34.2474103254846,1.3792894136617,-2.51414003597832,69.1217812309917,0.925550054208306,196.765
