paquola_FC,T1T2,MEG_theta,glasser_GI,d_intramod60,dMT,dCT,hill_evo,hill_dev,externopyramidisation,thickness,PC1_neurosynth,G1_fMRI,allom,CBF
0.181023764,1.265234659,0.23231776,0.291931956,-0.00226774,4.965864053,-3.27682,0.472941951,-0.0397209,0.196498881,2.600558084,30.98732056,5.609616118,1.090507401,64.64232677
0.260895884,1.408173818,0.21139841,0.076710142,0.005016106,2.910705756,-2.215608,-0.789117043,-0.087287303,0.250681281,2.304334384,1.154318187,-4.49763059,0.982289789,57.77490635
0.190544796,1.447373239,0.2336412,-0.67838655,0.015901914,2.430881324,0.6802308,-1.421649034,-0.457688,0.337135069,2.528288586,1.154318187,-4.085146678,0.885900782,55.00892224
0.203797422,1.408844262,0.22834307,-0.553850783,0.009548647,3.049816713,-3.001976,-1.636387234,-0.367317021,0.441934848,2.542325215,16.38000802,-4.182953588,1.015916675,48.44093692
0.119007771,1.201132608,0.2394141,-0.373205558,0.002543129,1.884074096,0.2574525,-1.852256711,-0.25456093,0.313079952,2.349726632,39.38183969,1.759019416,0.815990432,53.64601668
0.219894585,1.407068589,0.22270547,0.101190837,0.006427666,3.040346433,-1.198878,-0.204359822,-0.045168246,0.282416644,2.528893863,-1.81986245,-4.179660359,1.085381096,61.6575863
0.246759651,1.331422081,0.23135883,-0.122113513,0.001160485,3.181063084,-1.201624,0.783696041,0.053318772,0.365022245,2.530596278,-13.68927506,-3.677573887,1.098599475,62.91054965
0.2310705,1.400465973,0.21368146,0.026406762,0.003949504,3.669370085,-1.853265,-0.344997882,0.066951304,0.411511787,2.341945138,3.705587214,-4.078135837,1.172054572,66.73651522
0.244743081,1.385907618,0.22218248,-0.146145846,0.005345505,3.197415011,-2.517823,-0.03262373,-0.090797891,0.335574027,2.482075593,4.584548859,-4.187124501,1.079465484,65.70121729
0.184907004,1.36049154,0.23208532,-0.38278688,0.004679935,1.795970462,-2.151493,-1.627810714,-0.403867857,0.266794567,2.347320051,33.17329796,-3.952094878,0.947854041,45.54758294
0.164706746,1.326330109,0.24421802,0.05489966,0.000867584,3.874727469,-1.470308,-0.273525188,-0.05408651,0.124771469,2.384403459,34.72041062,6.013604996,1.16581245,61.71894427
0.165111956,1.269515066,0.25768593,0.193301938,-0.003426613,2.924417948,-0.6222493,0.11283428,0.098919169,0.242151473,2.811913824,1.154318187,3.795319251,1.018319162,72.24241001
0.222004625,1.408629054,0.2333348,-0.600136546,0.006486503,3.071294851,-2.098862,-0.934876339,-0.205532466,0.405148564,2.953213578,30.07846173,-3.533770178,0.922011666,55.30107758
0.032496901,1.139285529,0.23076318,-0.11981911,9.69E-05,0.990529418,-1.946227,-0.24892158,0.161260758,0.178541851,3.018216197,5.599411491,5.155428263,1.12613493,57.5224892
0.070672846,1.162505936,0.27310133,0.00221702,-0.000539986,1.735750936,-0.8753997,0.215129498,0.111814166,0.238471231,2.770885727,10.56063722,5.769977342,1.095331069,59.09151156
0.0591247,1.329373369,0.17048866,-0.033589439,,2.095353161,NA,-1.00480625,-0.048801133,0.268840412,2.866434645,3.963104862,1.713749749,0.945320524,65.27942063
0.172757453,1.21180802,0.24276784,-0.517067062,0.008655419,1.437687103,-1.027162,0.448329025,-0.19733829,0.208367224,3.088810432,-19.05877742,-2.91846941,0.927151361,60.44426456
0.17835114,1.355237631,0.24616192,-0.280549609,0.01510901,2.773638997,-3.606075,-0.211609697,-0.248144797,0.252850878,2.740413761,-17.57072187,-4.458592158,0.85094065,56.38135109
0.178360166,1.285888593,0.27393994,0.240194838,0.005183594,4.504934856,-3.677329,1.110126531,-0.178259156,0.169795315,2.63713041,8.494760581,-0.728036691,0.862099067,61.37558807
0.154999949,1.231982815,0.2832778,0.475460712,-0.004902527,3.297474706,-3.123213,0.871258111,-0.043972202,0.10748694,2.402629541,9.375203453,5.336611117,1.097481326,71.9496323
0.157423023,1.224398648,0.27047312,0.565104342,0.001381551,5.233965349,-3.015093,1.996953763,0.03520142,0.183056859,2.470637251,8.494760581,4.414513031,0.902391608,73.79562038
0.093589498,1.109979439,0.23857707,-0.422950665,,2.886138292,NA,0.941369396,0.20097657,0.287618894,3.219452412,1.154318187,1.739691376,0.852565282,0
0.227652512,1.565297733,0.24087498,-0.355566556,0.008157493,5.643998525,-1.26657,0.727956869,-0.297335255,0.335707071,2.579992833,-16.90169086,-3.694734641,0.951976175,76.16210118
0.254091389,1.636360876,0.24412413,-0.239669963,0.009921667,4.92349669,-0.8072438,0.6675903,-0.21996212,0.255649071,2.546377606,8.597739515,-3.719646271,0.96731128,75.3906414
0.252449022,1.376964225,0.24071716,-0.429051835,0.010189056,7.056712727,-1.969145,1.207577054,-0.123057957,0.254046222,3.021421703,-1.239243146,-3.174424076,0.898236657,72.04823804
0.161606318,1.214705353,0.24191639,-0.162907959,0.0008397,6.722250639,-1.184147,1.386545,0.14451921,0.365629631,2.687176652,25.09704627,5.499971373,1.070530498,60.30758635
0.115830592,1.233948303,0.24133554,0.167972779,,5.549879045,NA,1.721962112,0.210239292,0.160403817,2.946130345,1.154318187,6.189741344,1.108707169,75.75147168
0.150429876,1.143459586,0.24391726,-0.611478992,0.001470047,3.797884457,-0.5554424,0.137755764,-0.314293714,0.12726249,2.555742351,1.154318187,-2.418285143,1.007382654,56.81292978
0.158345034,1.186347634,0.30473977,0.28204926,0.001987382,2.600833309,-1.49395,1.220728079,0.095701146,0.166255,2.927971938,-0.694379382,0.653818695,1.086080344,52.14133396
0.200074493,1.060037589,0.29905203,-0.190734075,-0.003019686,0.837558811,-0.5896008,1.035542241,0.003812953,0.146750758,3.182908375,-0.664599996,0.449938149,1.084785676,58.75703905
