paquola_FC,T1T2,MEG_theta,glasser_GI,d_intramod60,dMT,dCT,hill_evo,hill_dev,externopyramidisation,thickness,PC1_neurosynth,G1_fMRI,allom,CBF
0.213902408,1.333456301,0.28647485,0.437201659,0.003601808,3.862876002,0.1825298,0.328800611,0.295099444,0.159482344,2.547461434,-18.16523946,-1.490084826,1.059525832,71.63632261
0.202716466,1.327031631,0.28811565,0.36140819,0.013029971,3.193391451,-0.6612351,0.352634066,0.232538344,0.110952003,2.782218596,-25.45244708,0.339662595,1.001715325,73.80805539
0.254113579,1.495011318,0.20165756,-0.087938621,0.002685938,2.312602616,-2.666036,-0.815179573,-0.08694738,0.246919662,2.116969061,9.472487448,-4.445568351,0.973861439,59.02908699
0.189452434,1.530769746,0.2519142,0.346779427,-0.001458146,2.630122242,-0.5625235,-0.424497868,0.012550715,0.159556193,2.220173347,15.90270653,2.112520764,0.985626872,59.40658947
0.192267668,1.392777109,0.21957013,0.545591811,-0.005420007,2.993757111,-2.675164,-0.793220963,-0.102319203,0.182412913,2.353252832,30.65109486,2.699955953,0.983878551,61.74554021
0.24732107,1.487759272,0.20920189,0.221677494,-0.001306888,3.370849842,-2.204918,-0.370312222,-0.130348992,0.194692369,2.255370215,-7.024108335,-4.40788631,1.041886019,58.71372977
0.241653591,1.392684425,0.22141013,0.327607129,0.001663772,4.658413671,-2.149105,-0.554610606,-0.049232309,0.249179755,2.213353659,-12.46475727,-3.540225154,1.001756292,57.25839256
0.25351487,1.360470332,0.23183192,-0.365420853,0.004853294,3.128166414,-2.113329,-0.04108409,-0.068075786,0.752171587,2.831108957,20.25503125,-2.967863044,1.015160095,54.66642998
0.235241112,1.454751214,0.21351767,0.12671229,0.006584756,3.00087118,0.2258971,-0.475750962,0.022690788,0.362478934,2.218669691,-2.06131302,-4.231006294,1.214441577,55.98511528
0.227802001,1.420365624,0.21844298,-0.112004375,0.007355401,3.520667502,-2.897203,-0.411190825,0.04400722,0.305291802,2.318196767,4.584548859,-4.141856543,1.128270044,61.55334465
0.223496481,1.393680712,0.22002071,-0.007032377,0.009463754,4.087179181,-0.8309,-0.653367765,0.015261062,0.466864341,2.629575435,3.596187333,-4.034440005,1.019365082,61.3322119
0.22790245,1.381808308,0.21688454,-0.168653421,0.003514977,3.062705678,0.40319,-1.10822141,-0.02584361,0.444749275,2.640393229,16.66468667,-3.958413729,0.929615688,54.55415618
0.227531636,1.499507478,0.22418487,-0.226459255,0.007440765,3.366470992,-2.019472,0.234013755,-0.057901289,0.264704348,2.443003515,-12.91631332,-4.090590106,1.056186125,65.83505095
0.227415412,1.747352905,0.24570969,-0.068826227,0.008091491,5.687695981,-1.948692,0.468389245,-0.261951612,0.244600059,2.655938883,-28.17119072,-3.761145464,1.034342343,83.93649567
0.230127527,1.266078398,0.24622971,-0.275759547,0.007010837,4.762923592,-0.4429314,1.403843728,0.072777678,0.228037063,2.789908807,-23.31703146,-0.285388619,0.963510006,68.49900843
0.142525335,1.208760714,0.3153937,0.594758959,-0.001482863,3.79262847,-1.703085,0.823767841,0.131351797,0.045501647,2.943575633,1.154318187,3.460853846,1.041722375,56.51383499
0.257570385,1.291234498,0.24444422,-0.072394173,-0.000402127,2.598252517,-1.404126,0.055527439,-0.019634439,0.217889859,2.538323796,1.154318187,-0.799722693,1.095061042,61.00247498
0.259725943,1.315996154,0.24116619,-0.279658329,0.002769206,5.534425608,-0.8384135,1.116393933,0.046667385,0.388735025,2.777543093,-2.780644735,-1.038889266,0.913463454,69.4567488
0.217864014,1.278582992,0.22981763,0.140476856,-0.00066026,2.986922185,-1.662491,-0.367161664,-0.141110708,0.126450916,2.387170663,-5.67454821,2.6549768,0.994830158,61.01543432
0.17486946,1.331810142,0.23091099,0.225378932,0.001516188,3.207433027,-1.825183,-0.499535943,-0.13290047,0.108676197,2.645124899,33.43413682,5.929411649,1.134682238,65.13351032
0.190610631,1.381284518,0.22957624,-0.029283965,0.004569451,3.127148623,-2.578964,-0.34335637,-0.176876158,0.239847021,2.738512014,40.73560869,3.352420805,1.040105277,59.62308306
0.12208981,1.307838918,0.26558003,0.295810829,-0.004247287,2.307295871,-3.697246,0.504547538,0.088956283,0.176013014,2.988938822,1.154318187,4.204714581,1.000555353,74.85747598
0.116530127,1.401965796,0.24003837,0.177592517,0.002050593,2.045074049,-1.188528,-0.267838357,-0.139204453,0.127343904,2.891930518,35.93054609,5.847326226,1.183015131,66.6910069
0.129544682,1.401504903,0.25688866,0.57358985,-0.001246899,2.459889449,-2.13144,-0.09587334,0.107111727,0.185743122,3.152313645,35.86070346,5.84778536,1.158588355,78.75248684
0.145183405,1.336248005,0.25050426,0.475700383,-0.000644291,2.307863782,-1.520597,-0.130731973,-0.007556894,0.174129813,2.616394965,19.97202228,6.176458757,1.174901723,69.2446208
0.211673135,1.472547999,0.25815254,-0.069795617,0.013846733,2.297504752,-2.694997,0.003820125,-0.042517337,0.083421864,2.261135846,-26.63544204,-5.224428415,0.760818298,48.25817399
0.237232589,1.299266312,0.26000056,-0.047889412,0.009737913,2.432701049,-2.596232,0.248368988,0.087288324,0.235236829,2.208743339,1.154318187,-3.97839372,0.887795432,46.30299489
0.253220825,1.252193332,0.2607716,-0.112103231,0.011639682,2.532665155,-2.463198,0.598666928,0.10230865,0.222578934,2.473750106,1.154318187,-2.141789335,0.914383935,59.39915229
0.210315982,1.286240377,0.2518994,0.003111802,0.008555086,0.84720022,-2.698172,-0.168737033,0.008765094,0.129073592,2.175561277,-23.42307528,-5.020228624,0.876910574,45.92523366
0.221056643,1.44151492,0.27921873,-0.146138348,0.021107603,4.283122474,-2.367113,0.816705756,-0.016392876,0.149613387,2.747962724,-26.29931758,-5.185046141,1.03276178,52.39461748
0.188119842,1.302292062,0.28663146,-0.20640714,0.015856808,2.594864937,-1.00031,1.187403503,-0.004422578,0.201596139,2.671700545,-29.51168435,-4.710601094,1.062090228,52.85629469
0.226029699,1.273317854,0.24624233,0.069460359,0.006041358,1.439765038,-2.990203,0.209768164,-0.036179667,0.130688042,2.177858315,-28.9646275,-4.033635842,1.055157587,53.36471243
0.222531183,1.285971679,0.3059917,0.285619463,0.0046408,3.132851749,-1.519239,0.950716828,0.065782534,0.089745242,2.859771501,-26.53685838,-2.616674461,1.143133803,57.68584654
0.200696404,1.233721999,0.3080014,0.506627747,0.005870445,3.218427688,-3.252492,0.592467942,0.102674243,0.166102381,2.708718362,1.154318187,-1.490865317,1.057762293,53.00823219
0.241745216,1.241255163,0.23820803,-0.088956621,0.001343286,2.519048425,-2.687945,-0.282622014,-0.0605671,0.172319568,2.35692358,-5.108628492,-1.964545976,1.034835214,57.43023587
0.23517339,1.312521047,0.2265484,0.26784663,0.004847132,3.407469685,-0.8301316,-0.520704126,-0.148016132,0.246042682,2.30233811,-16.151415,-1.082045245,0.960436264,59.72603963
0.240314833,1.334758842,0.24655429,-0.108072981,0.004683265,2.608003057,-2.879504,1.31939335,0.002134774,0.152576967,2.32035532,-32.93618128,-4.570985063,1.059110119,55.17671595
0.248794974,1.420087327,0.24049462,0.094464529,0.003768893,2.554702943,-2.120338,1.566183503,-0.065305108,0.135501144,2.189005072,-29.09063952,-3.871542389,1.13160246,61.46588851
0.236888418,1.338807011,0.23638043,0.258114033,0.001522467,2.704186412,-2.296581,0.619310414,-0.075302577,0.168846303,2.264843459,-22.23674874,-3.846190863,1.032130154,58.52936962
0.231185841,1.358643571,0.23082076,0.365215456,0.002500437,3.849303665,-2.673466,0.434380279,-0.087378755,0.262867383,2.250103837,-14.94083542,-0.910968319,1.051747628,57.78441729
0.27271712,1.443907533,0.25359556,0.080218584,0.01561831,1.412244326,-2.106029,0.670584758,0.073928304,0.178524626,2.28167113,-29.51168435,-5.244828921,0.966158342,52.64387264
0.262110368,1.372950756,0.24899167,-0.086048487,0.018382822,2.226744454,-2.872108,1.063408396,0.037167823,0.206390301,2.1490207,-33.71977001,-5.141620656,1.029110946,55.75845594
0.263881388,1.553039401,0.2611162,0.021382541,0.019289043,3.464184965,-3.066133,0.097161012,-0.007564242,0.17798547,1.9842642,-26.29931758,-4.977772156,0.859096626,56.90701786
0.205375384,1.429493946,0.2821165,0.196055642,0.011566676,2.624399456,-1.508878,-0.35321614,0.000971274,0.32389906,2.818259215,-33.71977001,-5.218333804,0.903762616,58.24609603
0.208496152,1.399763448,0.29153505,0.140634658,0.010909776,2.648496422,-2.366802,0.217010488,-0.018537552,0.191479793,2.621255823,-26.29931758,-5.058044201,0.931501465,49.08509706
0.208280064,1.3003061,0.27251402,0.153971197,0.009637276,4.512101885,-2.127985,-0.309915233,0.196592274,0.194048767,2.95391055,-33.71977001,-4.155620995,0.984516058,68.73259652
0.175598003,1.17348748,0.27855435,-0.485833393,0.012353382,1.213527432,-2.278747,0.840547826,-0.043609068,0.105852812,2.901209188,-32.3564771,-2.6184304,0.965937968,64.36785978
0.127377784,1.099204595,0.2846244,-0.323208508,0.006022007,2.101721402,-2.44138,0.585081364,0.166243576,0.101734945,2.316063968,-22.58209719,0.030577257,0.993232294,49.43572229
0.180536821,1.141324758,0.29323468,-0.237060949,0.008606739,1.964325822,-1.342465,0.947093333,-0.009105318,0.19784916,3.035419491,-20.28943282,-2.555705524,0.989272604,66.10714577
0.199484068,1.223635516,0.29951215,0.005704864,0.01204267,2.774804125,-1.679737,1.118652697,0.050455723,0.169947388,2.837993107,-18.88847677,-2.333168318,1.094679223,53.3061131
0.089404989,1.100247786,0.25616583,-0.08426746,0.000795263,0.063228457,-0.9832616,0.604936275,0.169724023,0.134719616,3.137868337,24.51642069,4.738901309,1.162599273,60.39815879
0.152917779,1.181754927,0.3091094,0.347818448,-0.000446269,3.113197965,-2.538845,1.04189866,0.161841921,0.146740484,3.011285847,-1.614807537,4.979694786,1.079079234,54.72726068
0.171430361,1.215447155,0.3175954,0.572590104,-0.002107001,4.895251488,-1.204505,0.884212724,0.123128076,0.178993263,3.043634112,5.16854697,4.42519095,1.025963783,60.97764484
0.108604578,1.167166062,0.28900108,0.140531348,-0.002343976,1.70659259,-1.767078,0.458971667,0.081684524,0.168694249,2.724460806,19.94026422,4.093168737,1.083704173,56.52196933
0.116644543,1.210054707,0.28208202,0.118801999,-0.001341115,2.674973572,-1.975747,0.26933957,0.00742759,0.210955039,2.61342293,20.21736591,5.583165024,0.902095848,65.60394547
0.119289418,1.383215265,0.26585063,0.421979193,-0.001168317,3.872711851,-3.38872,0.922613596,-0.209725169,0.223747877,2.723082069,29.51260974,4.503989118,0.973224646,77.09830649
0.171184363,1.256405544,0.3039232,0.636745684,0.000145496,4.325504812,-3.071682,1.366006434,0.095905907,0.137200859,2.732538446,1.154318187,6.093618148,1.200884343,72.73271848
0.162646909,1.242983714,0.3108575,0.659934563,-0.002933248,5.440132573,-2.915382,0.585763251,0.131302937,0.125536554,2.579925551,28.38251627,5.743521528,1.109641737,66.69593491
0.149742336,1.16257272,0.30695608,0.243189319,0.000556877,3.844833861,-3.948058,0.57397801,0.060381456,0.138154186,2.887022813,25.22689521,6.248717644,1.002029287,58.42121251
0.122295605,1.190529989,0.3171398,0.576115512,-0.002069282,4.955611819,-3.681277,0.517823653,0.136017916,0.135402593,2.852952806,12.73740008,6.528720742,1.018591443,61.63205257
0.141227588,1.186311837,0.31000397,0.385945289,-0.000475123,4.847905704,-3.159311,0.513103039,0.193626254,0.1650924,2.538482135,17.47815237,6.115798524,1.099636714,66.69411537
0.142234327,1.188814687,0.29056114,0.411902706,-0.002535076,2.773835234,-2.606114,0.486270873,-0.065047377,0.138670344,2.554117582,1.154318187,6.241241285,1.038617545,60.24963606
0.206929076,1.291776599,0.29432076,0.754779661,0.001290108,3.800703273,-3.999213,1.025261348,0.08294096,0.149632833,2.591687331,18.01697788,5.250130163,1.181072265,70.75482037
0.168027605,1.261437062,0.2718365,0.350508067,0.004666161,5.641583297,-3.943173,0.89356122,0.133820941,0.199540382,2.76029791,5.795062398,3.642548987,0.904745295,73.29573896
0.169054026,1.291641913,0.26947126,0.468124302,0.003052548,5.524333778,-4.052961,1.448775618,-0.003998166,0.161112245,2.645843274,20.53104909,3.960216308,0.897912708,72.54466278
0.142410854,1.248066942,0.26524,0.289351774,-0.000917116,4.771169854,-3.461676,1.503341463,-0.214001476,0.201547327,2.755347823,22.66317878,5.717270463,0.860460363,74.43269887
0.144356181,1.203771451,0.26755178,0.455174449,-0.000555534,4.552354231,-2.132636,1.436387556,-0.185640884,0.145637687,2.669397218,1.154318187,5.699348875,0.927574658,73.54397104
0.206112367,1.254677244,0.26946098,0.204540568,0.004355369,5.417026506,-1.733143,0.248202234,0.140651694,0.189773245,2.704866612,-25.19287112,-1.202369247,1.034211963,73.6382722
0.207985022,1.348879873,0.28432,0.445637388,0.000792262,3.649848803,-1.669901,0.659813902,0.153367845,0.129374642,2.566178448,15.83520297,0.981543724,1.031312046,69.54805408
0.175147813,1.340812743,0.28709376,0.324178645,0.002006211,4.645852809,-1.709372,0.3657404,0.09618616,0.187661848,2.547014866,-4.637107853,1.418288213,1.138581558,69.60343674
0.205401753,1.337703561,0.278515,0.537105974,0.00217666,5.53395758,-2.663566,1.117337818,0.160889582,0.126589084,2.502015138,21.39447511,2.927724277,0.928292235,70.72945832
0.18670594,1.271458715,0.2738704,0.554732151,0.002134429,4.975978681,-3.966124,1.69633,0.026655556,0.226938658,2.489731948,8.494760581,0.843969621,0.910978793,70.68250879
0.208499864,1.267025549,0.28528613,0.600566894,0.001812527,3.583343399,-3.737964,1.120040132,0.130397857,0.142681653,2.529579768,8.823177439,3.28785268,1.109448454,73.61628475
0.217255555,1.209856023,0.29507402,0.366760489,0.001666531,3.462724234,-2.572524,1.265333588,0.144827959,0.134248012,2.564431712,17.59608872,0.065639252,1.162665912,71.90838191
0.177544849,1.235374298,0.2809204,0.646334162,-7.83E-05,3.972159733,-2.736847,1.827765957,0.06103071,0.205342382,2.531326208,17.59608872,3.368475216,1.058442464,77.24330246
0.212635455,1.214566152,0.29548147,0.407722029,5.64E-06,3.822620504,-2.629224,1.210101754,0.109345779,0.173521338,2.452613574,9.375203453,1.092780526,1.132143597,69.06927565
0.156896387,1.184590363,0.2980417,0.367877214,-0.004704906,3.759024072,-3.441159,0.689564729,0.145733659,0.151537175,2.423823962,1.154318187,6.040810222,1.12376564,65.33341769
0.104406869,1.161186244,0.27130118,0.026490844,-0.000514456,3.851584345,-2.336629,0.15492898,0.009928384,0.245335099,2.78919018,13.1906067,6.232228937,0.786564881,66.82663253
0.140940544,1.206887326,0.27229294,0.380491177,-0.001426177,3.842394833,-3.694914,1.080868171,-0.102749817,0.115305901,2.489899886,9.375203453,5.018749347,0.983328256,68.62580817
0.083677816,1.181535116,0.26813805,0.259340164,,3.652367438,NA,0.665898947,-0.088962539,0.137683017,2.665759553,1.154318187,6.168296129,0.85719077,61.09550012
0.126586679,1.206054426,0.26481774,0.329786377,-0.000701351,4.565543828,-2.456117,0.796601988,-0.26081,0.12499504,2.72843265,1.154318187,2.798269275,0.915338682,65.64810537
0.071077154,1.242757141,0.2607464,0.239547883,,3.186010056,NA,-0.009298044,-0.173999433,0.148860532,2.800519897,21.36442519,2.192348179,1.03598664,72.68723985
0.033995244,1.201062542,0.2567808,0.222511228,,4.146353263,NA,-0.343576939,0.051994204,0.203880046,2.300132143,1.154318187,5.283471618,0.860127253,64.81173731
0.120514864,1.240117631,0.25989676,0.080561923,0.000902503,2.418106522,-1.632446,0.340813182,-0.141582398,0.252995366,3.02177445,20.11987504,5.30868679,1.051119246,70.21120439
0.227328694,1.38185499,0.23951611,0.417257541,0.00166943,5.024799657,-4.352974,1.186463,0.020098408,0.150435926,2.286913882,-14.78618742,0.688503315,1.139422072,63.60239165
0.231659833,1.320830993,0.29800144,0.378920006,0.003359484,4.110949268,-3.620259,0.662160724,0.001356676,0.198211504,2.543474249,-34.77789916,-2.511655771,0.988462854,64.51489583
0.167253413,1.285593665,0.30670586,0.705556389,0.001493367,4.11043684,-0.9320351,1.354148806,0.000900673,0.128430312,2.722182601,-2.727841894,3.970367513,1.054307368,68.01174716
0.122603992,1.218229888,0.31503123,0.731094298,-0.001385261,3.64123373,-3.629253,0.607328519,0.074268555,0.15638809,2.779955882,1.154318187,4.902885716,1.050453982,67.71760839
0.22619281,1.292826604,0.24986655,-0.04187487,0.004886654,5.105048047,-1.367941,0.046196749,0.148069701,0.205366708,2.802894513,-34.08867186,-3.760081185,0.972481606,71.64367113
0.260274311,1.28784756,0.24646242,-0.353649362,0.013268725,4.94261495,-1.814235,0.143087467,-0.104098045,0.15901108,2.760603558,-28.17119072,-4.39661919,0.973797366,61.53452951
0.234165971,1.388200479,0.24736619,-0.374806595,0.013904659,4.8181012,-2.914908,0.598519525,-0.314191188,0.203668885,2.840295234,-32.72405111,-5.048582659,1.123541356,56.59349116
0.230202769,1.384312302,0.24934839,-0.234063852,0.015764634,2.254085365,-3.154234,-0.378514823,-0.290019661,0.143979128,2.576788879,-25.14738649,-4.399528476,0.927755475,51.58190979
0.201345958,1.352271917,0.24180347,-0.234673338,0.005513915,3.740600988,-0.6563652,0.607215971,-0.316574286,0.400898352,2.315529002,-16.90169086,-3.611160176,0.901503864,67.86904461
0.247863782,1.491802314,0.2483964,-0.207311391,0.015547672,5.217202042,-2.116147,0.661123108,-0.248161465,0.188087421,2.399823028,-31.10541598,-4.164934427,0.953146878,63.58941529
0.252572097,1.353567114,0.24763228,-0.219351876,0.005965601,5.03248448,-2.526328,1.068225369,-0.14545091,0.170077027,2.635277367,-34.08867186,-3.911876509,1.158051041,61.83235727
0.177255494,1.204211979,0.24664636,-0.804248196,0.010442271,0.211816923,-2.836826,0.26811286,-0.204715528,0.122523675,3.186109537,-17.57072187,-3.390209756,0.947794245,58.33597971
0.190937156,1.241538011,0.24148065,-0.713185647,0.011452856,5.512782511,-0.2604649,0.917056067,-0.3876714,0.326680608,2.8479319,-12.9142929,-3.261084075,0.908949082,65.91201498
0.192398337,1.195208965,0.26978996,-0.022885256,0.006427931,4.119906765,-2.388314,0.748698075,0.03202262,0.191069222,2.877854036,-19.05877742,-1.606406378,0.872522356,62.1903077
0.15251421,1.131935712,0.2601519,-0.195957188,0.006115582,-0.412077879,-2.861382,0.682576085,-0.292536713,0.181327053,3.197584767,-17.57072187,-1.423858231,0.916871989,68.87010595
0.131310971,1.338153565,0.080007106,-0.986674972,0.000373402,1.176699742,-1.548343,-0.7317833,-0.167102352,0.291657379,2.976318294,13.25001158,-1.948781804,0.488386865,50.62750266
0.157564667,1.241454364,0.2704213,0.207243162,0.003114053,3.509859957,-2.786661,1.026222857,-0.172686877,0.215087884,2.920858605,-5.569497168,1.761330099,0.900334598,66.22986704
0.112213761,1.139097341,0.21954852,-0.625654607,0.001481848,0.641586484,-3.214301,-0.091506554,-0.120914124,0.262094142,3.50028803,3.284107125,1.845114293,0.835665412,62.53189905
0.178008699,1.23474977,0.25236478,-0.404901524,0.006299449,4.442852144,-3.449617,0.125880735,0.156375694,0.237883802,2.840494409,-32.72405111,-3.200791201,0.912920103,68.2022629
0.141993311,1.197741751,0.26070273,-0.236079223,0.013801952,0.320048806,-2.933989,0.562948475,-0.065609247,0.16936966,2.658979455,-17.57072187,-3.065202763,0.89057114,53.5509809
0.149001213,1.253791805,0.2550918,-0.52718754,0.011408315,3.350138846,-3.424873,-0.099836038,-0.084905691,0.179504658,2.661046286,-25.14738649,-4.578192727,0.942543316,48.48787557
0.226751853,1.279420188,0.24895987,-0.16845039,0.008589053,4.915518596,-2.487307,1.441313293,0.097105272,0.324684731,2.427631752,-33.22191056,-3.472942115,1.172107316,56.65288827
0.23533791,1.346473015,0.24031733,-0.03051478,0.006263906,3.896064965,-2.952615,1.590238017,0.091736727,0.177133705,2.304232123,-26.10286546,-2.107337847,1.034979549,60.70235793
0.07438701,1.351163636,0.19968976,-0.304348623,,2.169647613,NA,-0.268066019,-0.270340842,0.261666147,2.78960777,34.71960033,3.019885616,0.535199419,34.39474196
0.153960296,1.683598579,0.15573816,-0.536345251,0.003297262,2.727371771,-2.294007,-1.613936875,-0.200179617,0.246324009,2.049642716,34.17564491,0.233993838,0.470792058,52.44214655
0.126888516,1.082641312,0.001520593,-0.255491071,,1.272251653,NA,-1.317298779,-0.18344704,0.274337136,2.588391016,37.70019495,0.335829962,0.287159041,47.10517052
0.226097129,1.378741358,0.23444974,-0.482427578,0.011745454,0.854362372,-2.768448,-1.097784309,-0.137800834,0.146290737,2.174790324,19.42725657,-3.588130185,0.946012427,47.44688839
0.096578748,1.142642046,0.20242757,-0.325818285,,3.546340215,NA,0.207702221,-0.043236939,0.30914287,3.230443815,30.65109486,0.018441169,0.879845611,10.29175525
0.136584578,1.117855911,0.24818408,-0.465359807,0.000612225,3.157766656,0.3260212,0.739506038,-0.129212671,0.273833236,3.299857104,10.43580661,1.253940978,0.864103277,59.28514839
0.266174729,1.49085344,0.24178815,-0.457227992,0.008440784,6.648199842,-1.708276,1.119681928,-0.115176458,0.292880669,2.666773252,-1.550323204,-3.506961968,0.959060657,70.04076551
0.210630414,1.311737442,0.2393253,-0.429129169,0.001504751,7.129584945,-1.997739,1.310704514,0.062637932,0.266595552,3.006775417,10.43580661,-2.095631195,0.878152243,71.75998138
0.129863819,1.348825916,0.23814262,-0.69332542,,2.21491065,NA,-1.795211897,-0.286977354,0.315596414,2.817200736,37.70019495,0.611933481,0.776186671,54.18355826
0.1532456,1.256853034,0.23808083,-0.518657782,0.005040413,2.426655655,-1.22822,-1.140905871,-0.082978822,0.507645106,2.696323677,39.14760929,-1.304888487,0.945489915,46.76369126
0.176347104,1.226788177,0.2415188,-0.27719684,0.00073144,6.023851744,0.08175655,1.282251804,0.040337362,0.27261994,2.783843213,18.15470858,1.752532581,1.014982465,66.42506429
0.197062375,1.337035875,0.23990597,-0.307102213,0.0024268,5.788074545,-1.861475,1.477912575,0.070940466,0.212089807,2.61597532,10.43580661,1.801059984,0.9798114,66.62186838
0.19069355,1.273582117,0.24293008,-0.159739228,0.001548634,5.994516431,-3.077986,1.4557625,0.205905714,0.184669803,2.779958302,18.15470858,5.8449665,1.000327336,66.02519157
0.136057668,1.08588071,0.20096245,-0.354962101,,2.557786893,NA,0.636254677,0.071790537,0.209340375,3.23123965,12.73740008,4.672177798,0.818843298,18.54807905
0.130429454,1.162177715,0.24082819,0.009327711,,5.954023792,NA,1.574105575,0.188735443,0.312796854,3.187428833,29.06123426,6.412014944,1.12783964,58.31211114
0.181974448,1.232511337,0.24102987,0.054651747,0.000595397,4.946409417,-2.453148,1.497965198,0.228666225,0.411132885,2.958685008,15.57731266,5.071964629,1.05169725,72.61798819
0.112444116,1.186493195,0.23917483,0.094953147,,5.050514234,NA,1.658919718,0.173456073,0.235194552,2.859289639,1.154318187,4.87714166,1.068673414,28.66637513
0.111283019,1.218669421,0.23869574,-0.255692876,,5.312065863,NA,0.723235966,-0.084115762,0.451150242,2.844163622,15.90270653,0.695191273,0.999118292,37.44098852
0.185268649,1.255231034,0.24019492,-0.123271655,,3.823826471,NA,1.373939788,-0.016990879,0.237482325,2.774865854,19.65856784,-1.082771925,1.094018017,48.94512753
0.242487331,1.244891291,0.23952329,-0.159291017,0.001681965,4.037651099,-1.864086,1.167550349,0.112094478,0.45097278,2.86651655,-6.369646176,0.804383916,1.086752599,69.72328382
0.253105732,1.307442872,0.23448724,-0.117162572,0.001947174,4.183804248,-2.825891,0.441142929,0.006549061,0.368465952,2.663561247,19.95215087,-2.457273563,1.082536998,59.26929855
0.243464644,1.371527394,0.23866248,-0.249854254,0.010105476,5.45388688,-2.825098,1.173394353,0.123347782,0.288575422,2.651012903,2.789759956,-0.665380633,0.942037534,68.27108647
0.261507647,1.361029927,0.23399672,-0.232858714,0.003211198,3.632376465,-2.049043,0.972163981,0.05023734,0.288928742,2.659339993,-6.619302028,-1.964568106,1.026804908,67.50226559
0.241905519,1.369446062,0.22883014,-0.164516115,0.004797074,3.608814158,-0.6491221,0.301475645,-0.075185595,0.275519915,2.415416367,0.12342689,-2.25447068,1.036780774,60.72090799
0.275768432,1.371357153,0.22106929,0.01853476,0.011383512,3.623476983,-1.673884,-0.663336745,-0.180875751,0.209667349,2.259522091,1.154318187,-2.965102392,1.036601138,56.56674693
0.258618388,1.287836144,0.22190207,0.014148422,0.001709056,3.792104384,-0.3881495,0.018799178,-0.052025204,0.237325028,2.594901552,1.154318187,-1.800627972,1.133401666,65.7724331
0.195933521,1.335194293,0.24054459,0.293256109,0.000368833,5.76295169,-3.128523,1.698021348,0.179978599,0.153393316,2.39288393,-14.40265275,3.234819382,1.004361448,62.68208676
0.194042943,1.33665472,0.2303282,0.340444504,-0.00026973,6.096302938,-4.374142,0.08748776,-0.002540173,0.239065848,2.397877029,-12.92958539,4.382447613,1.073945126,67.18216489
0.250483837,1.350786588,0.22065477,0.174955939,0.001488839,4.966709239,-2.036597,-0.307874256,-0.056774671,0.2828917,2.394448028,3.705587214,-1.770149876,1.165386906,63.62537224
0.230834007,1.250734426,0.25450847,-0.302316282,0.005695437,5.595694057,-1.107954,0.926619231,-0.067886053,0.247962198,2.734286534,-51.29938319,-3.32019853,1.158731005,61.11534159
0.242409408,1.2410465,0.2484292,0.000531514,0.004706985,4.695102739,-2.37929,1.685622395,0.129144605,0.299047642,2.642897565,-25.0725325,-0.920500765,1.146756697,64.56356668
0.192402253,1.259546531,0.23994306,0.309384347,0.000582954,4.902444084,-2.61589,1.444855596,0.106930636,0.223038558,2.602183364,1.154318187,5.08119923,0.962466594,67.00386205
0.201863896,1.291881994,0.23604192,-0.037329602,-0.001156209,4.703617183,-2.610336,1.191182476,0.082035563,0.228460764,2.58582635,25.18981531,5.483263497,1.015993525,62.42764979
