,G1,G2,G3
ALPL,-0.015621501173006497,0.023507391145781067,-0.011669108308205745
ALX3,0.019359998963284508,-0.007273377689919044,0.003951764407857543
AMDHD1,-0.0015277013448265957,0.039716740194601904,0.01810853646673742
AMIGO2,-0.023902934476131944,0.016104636924663396,6.806315746115015e-06
AMMECR1,0.01827591509095998,-0.015476880962478583,-0.007234744913765985
AMT,0.011691573682713228,-0.027337524022384544,-0.020317550744611855
AMZ1,-0.017000207655907408,-0.018486688354666388,0.016482750286502805
ANAPC4,0.008859373708930283,-0.03245113831454081,-0.017489202954678384
ANGPT1,-0.012213016931638182,0.001310392410979626,0.03837189048084416
ANK1,0.02529540662392668,0.009857896103022552,0.004429833476120682
ANK3,-0.022200232340785938,-0.009512932499272124,-0.006919675857869656
ANKH,0.02210940957482838,0.008067765817450948,-0.002601745858716006
ANKLE2,-0.01770574043517874,0.010700198644625406,-0.00027035828898841247
ANKRD18DP,0.00556836674428735,-0.0023419898105757364,0.030126470435494712
ANKRD19P,-0.021769972127132494,-0.007839898616093435,0.005468960799509261
ANKRD20A4-ANKRD20A20P,0.016501097850624615,-0.006361232120240567,0.012928916729741304
ANKRD20A5P,0.0018917407434893712,-0.027320063972111074,-0.029921037339028907
ANKRD24,0.014823821065562034,0.013622858104552198,-0.029117014773860403
ANKRD29,0.02225501912588016,0.01328777758759349,0.016815109532429835
ANKRD30B,-0.014619791818662681,0.018018066390799947,-0.030011664753483464
ANKRD34C,0.01828653391088653,0.02355237006945926,-0.005409579586728895
ANKRD37,0.016557176528666846,0.0035978163051906165,0.010860833920666712
ANKRD42,0.01214154607418214,0.02249521786268087,0.008280424010921102
ANKRD50,-0.020736519662109,0.003799086144850658,-0.005410823409046288
ANKRD55,-0.012687575075369342,0.014090465966326769,-0.021516701682179024
ANKRD6,-0.02559452723818823,-0.0036145736022069543,-0.003500426567346324
ANKRD62,0.01974877745993004,-0.004066431341180939,0.011479563792573845
ANKRD9,0.01849536115389185,0.005766558830174934,0.008948231106036502
ANKS1A,0.017886749604143253,0.0008759113029299063,0.00011953241642809454
ANKS6,0.02239201923492952,-0.004915984091513767,0.0011728392157105707
ANO3,-0.02080830353669895,0.023581515746654506,-0.010955602971806193
ANO5,0.016372868205462864,0.026771463193127995,-0.02162235116417069
ANOS1,-0.018505365019728645,-0.0056090491951011085,0.00401651945423401
ANTXR2,0.004378026238941291,-0.0001290266639552302,0.019473292310368786
ANXA1,-0.010350692324366003,0.0058023520610481945,0.022893160254072155
ANXA11,-0.016908267185513973,-0.02292453598562205,-0.0158396049501386
ANXA4,-0.00034823054816302977,0.023424462083828507,0.03697587495767373
ANXA6,0.014054990352742162,0.024857846562301264,-0.0035720600884877954
AP2A2,-0.02116790384668093,0.00979788731622638,-0.011941955726611253
AP2B1,-0.020145361838928268,0.002514853991416051,0.004855510977911573
AP3S1,-0.022659578215877264,0.012476153437320447,0.0024353708363967826
APAF1,-0.015765339480482858,-0.015533720603798793,-0.009594067961246075
APBB1IP,-0.018876351645563613,-0.005446758777962051,0.00895228778890711
APLN,-0.016651086429490813,-0.007860629891271368,0.02920563594257012
APOC1,-0.016242736030781343,-0.022030858478624887,-0.01043388223020035
APOL2,0.022083371769274045,0.023025327711815292,-0.0017911852315920216
APOPT1,-0.019117340283651533,0.006886511857249295,-0.0007699854494198114
APTR,-0.02064204768627201,-0.006255364641946543,0.007769835351240553
AQP9,-0.01387048436471349,0.030459548791666048,-0.025377072242389172
AR,0.020533790527450347,0.01629978228012089,0.012109669779053556
ARC,0.019876207925578,0.01744634274513798,-0.005438742146446754
ARFGEF3,-0.01788206852791488,0.0010131516956071002,-0.011261353148106794
ARHGAP10,0.007846067981754072,-0.0006125495356833421,-0.020352494160974875
ARHGAP12,-0.0213545918456318,0.0069671618089273794,-0.003240208302093508
ARHGAP25,-0.006267184932515111,0.04747411484364246,0.020189938760694345
ARHGAP26,0.018313989934759602,0.01580047603001122,-0.011797489288394178
ARHGAP27P2,0.015000789843947206,0.013519710023953432,-0.011955421278087571
ARHGAP28,-0.021377112931378003,0.006758269683143003,-0.01911718158689092
ARHGAP29,0.009146108444800212,-0.003933669389535371,-0.048383576072157174
ARHGAP33,-0.020941485234613144,-0.0016534371983292812,-0.006875339529243346
ARHGAP36,-0.021906979340054013,-0.012916267870155452,0.002790009194497072
ARHGAP39,0.020210644979192498,0.001096963734247256,-0.0072639417264439895
ARHGAP4,-0.021953637235397713,0.005348969490792655,0.015023986616230217
ARHGAP45,-0.013504497302172166,0.020190607464678968,0.020082787983765987
ARHGAP5-AS1,-0.016635843859433813,-0.009191474606365435,-0.004018638583973774
ARHGAP6,-0.020209259859408062,-0.03087294710672796,0.0008644769911550491
ARHGAP9,0.022507363270511758,0.02529109157485365,0.003297511876871882
ARHGDIA,-0.02155924537490376,0.017621132065665023,0.004040529491446737
ARHGDIB,-0.01109283295730867,0.022011600030129475,-0.007922735590744738
ARHGDIG,-0.01844738196964853,0.03316089059663753,-0.0013995871731861168
ARHGEF11,0.020529999516229046,-0.00111615179039131,-0.0024902286744100154
ARHGEF16,0.007871948050611184,0.025680595338914564,0.027658975207192845
ARHGEF17,0.017365170771467528,0.016793172648609005,-0.003115909487582101
ARHGEF18,0.017532069357911274,-0.0010009514692073977,-0.0023462133171882125
ARHGEF28,-0.022409546361893847,0.008658157123240898,0.004468990397509816
ARID2,0.018243836137716022,-0.0008171880271028483,-0.004087360742779385
ARIH2,0.019713716498336323,-0.014075669017849885,0.004198034690999019
ARL10,-0.01979037800760661,-0.017054002129235035,-0.014939545977452643
ARL15,-0.019980549637435275,0.017451299650855796,-0.0030578794243966726
ARL16,-0.01939505724578552,0.003605269182092752,-0.0069137241124415955
ARL4A,-0.0029628305171955317,-0.03276019797903884,-0.026604490340964102
ARL4C,0.015390114344670055,0.01524957813859229,-0.006664318683866724
ARL6IP5,0.01443929389089687,0.026188689738736764,-0.015981621697195175
ARL9,-0.00010907597980186125,-0.03385567382480238,-0.04423183492668959
ARMC10,-0.02117047656791724,0.0006222742037545119,-0.0006275830318520967
ARMC8,0.013459194432081706,0.03363873733627088,-0.013905946501420689
ARMCX2,-0.018981922061556106,0.019312482159954764,-0.006025778642374496
ARMT1,0.016154736104563378,0.013639894216154084,-0.01053535732361827
ARNTL,0.01475668996934429,-0.00017897215732689517,-0.031343844344357656
ARPC2,-0.016810577461589423,0.013945145536656873,0.004284591946054577
ARPP19,-0.019296925358931575,0.02016613126555814,-0.017615231273599596
ARPP21,0.01754281720319923,-0.029823219932076903,-0.022927950745094836
ARRB1,-0.015345160574157985,-0.008068054378986793,0.0049936613591836845
ASB1,-0.017237532057275694,0.007564439889757271,0.001479313033514648
ASB13,0.023882985674016515,0.010293397921731976,-0.008729601265786664
ASB2,-0.007295075895072781,0.03248961487389299,0.002611409072228312
ASB5,-0.012931896915639245,-0.012840640536480067,-0.008517132392359199
ASCL2,-0.024715964969021214,0.002684714707443573,-0.006811537523555806
ASGR1,0.010352772894759577,0.03135441315470579,-0.0010475261437889623
ASGR2,0.0038701582385746326,0.05090864735648518,0.00273325701392452
ASH1L-AS1,-0.018244317544032086,-0.017896562335045593,-0.007472206207851383
ASH2L,-0.01766676295148403,0.012686314946627041,-0.0175730688898828
ASIC2,-0.01996702964337531,0.00746702706788156,0.01674191664960918
ASPHD2,-0.014814344471925039,-0.010929543056889793,-0.023879563081743337
ASS1,-0.01595208134060264,0.01680936775609138,-0.025156207690213494
ASTN1,-0.022354287949545904,-0.0019858351542184085,-0.007953403829489981
ASTN2,0.014905577265790875,0.013152400426289668,0.027390308127357068
ASXL3,-0.019496100593640573,-0.009691591264552579,-0.02079699046910743
ATF4,0.014776757520236052,0.02331021048437991,0.005877645636025533
ATF7IP2,-0.007613343119061869,-0.01604652379059709,-0.025960401348051276
ATG16L1,0.022269628460190642,-0.002385493650783417,-0.006302770136051742
ATOH7,-0.024585329508492033,-4.68301298189902e-05,-0.013849194199841335
ATP10A,0.013805620181756625,0.005912923566351757,0.023182813719950915
ATP1A1,0.013222192689091777,0.027015814887334934,-0.003805854301007276
ATP1A3,0.012749252127707228,0.024783134390060916,-0.0011181167403575695
ATP1A4,0.016269774778407558,0.025567530014305583,0.0017720786073836428
ATP1B1,0.015924281024047266,0.02763867642472494,0.010447256336226663
ATP2B2,0.023935434518976083,-0.0008705383128183834,-0.009499508192981735
ATP2B3,0.021681299238436706,-0.0015172124395074124,-0.00934122903673694
ATP2B4,-0.025006757572630305,-0.0017306416971199776,-0.009745250395482408
ATP2C2,-0.01251089135694513,0.015170111839225125,0.03799503368239691
ATP4A,0.020544027132310697,-0.004052815154280488,-0.024969198590074602
ATP6V1C1,-0.020635590965346947,0.019848160541628877,-0.0074498059430473
ATP6V1C2,-0.013914047586886717,-0.0016180436926848984,0.01669693217597682
ATP8A2,-0.01840469431042288,0.0036195282532017984,0.002001615555515164
ATP8B2,0.017955274428311727,-0.02065254138735342,-0.005672437531614292
ATP9A,-0.015520120878567484,0.013521721048497136,-0.017649479475616143
ATRNL1,0.02085108236832048,0.011811256250305525,-0.02554492900852147
AVPI1,0.014057844548311518,0.02691638498550343,-0.009385180246189942
AZIN1-AS1,-0.01871037836667453,0.0052305399155889,0.012786304149192875
B3GALNT1,-0.021930532645687072,-0.0016813278093450244,-0.005526205283754391
B3GALT5-AS1,-0.011875331696334248,0.019816376143658637,0.02964909021113726
B3GALT6,-0.022017720408238822,0.014771340419283342,0.004091432146112386
B3GAT1,-0.016254685242411613,0.0019820963008775217,-0.01171817125586
B3GNT4,-0.021132216040176576,0.01472167698000006,-0.005458197924640233
B4GALT2,-0.019056157159091872,0.012125107589445745,-0.008120284154296359
B4GALT6,0.016435448892148166,0.0012336153475171268,-0.0009977539681797847
B9D1,-0.02457914134112021,0.004451308367174838,-0.0076187771924729085
BACE2,0.00236204991522075,-0.006721648371224749,0.04397933138716757
BACH2,0.01561667203264807,-0.026227336767544632,-0.02385375481701807
BAG2,-0.012368519896401479,0.02570247466491399,0.01234897932209622
BAIAP2,-0.020471105603959695,0.005583099280089507,-0.0077697951801832974
BAIAP2L2,-0.008117512007017014,0.045946135545065186,-0.0018767265716831331
BAIAP3,-0.02437175217980001,0.011110589998165311,-0.008996621881578999
BATF3,-0.021938546858348208,0.012968021578351908,-0.020070562924778785
BBS7,0.021131604235554352,-0.007745202690707563,0.0006827529307943134
BCAR1,0.012627937712740215,0.007273268120414342,0.007040977587738829
BCAT1,0.017618673777652073,0.026312147948806538,0.010842342751777609
BCKDK,-0.019431013599130305,0.028002864897159457,0.006478631185155046
BCL11A,0.013726990676612578,-0.008646115222725443,-0.03025631166061798
BCL11B,-0.007788522828783253,0.033858665484175154,0.04304626018342254
BCL2,-0.005153560841754351,-0.032785439054046545,-0.03180624669613156
BCL2A1,-0.020687134449776014,0.0056607927196706855,0.013035346822921894
BCL3,0.018555765868226125,0.00755450540456564,0.0036573588968493924
BCL7C,-0.016776704138286417,0.014908828435188861,0.02633639055493926
BCO2,0.016956399523593083,-0.010159324680282533,0.025957820445804768
BCR,-0.01966912498838393,0.005359239394766344,-0.011624960335570901
BCRP2,-0.02141245274948777,0.007153874820206757,-0.010103930549975482
BDKRB2,-0.009821002791042784,-0.03299521824256675,-0.016717751259939736
BDNF,-0.013037856354632818,-0.008776915112380176,-0.019537154919246923
BEGAIN,-0.014584676634702334,0.0017211151299529068,-0.02775412189551196
BEND5,0.00874313473846044,0.037280367092173576,-0.02566119441890701
BEND6,0.023146518035506592,0.010966608612886251,0.006624595889033208
BFSP1,-0.016879526344430525,-0.004514444012544729,-0.027487280869040037
BHLHE22,-0.0031307399084020936,-0.04329125687400579,0.003182659993016666
BHLHE40,0.0230462131539461,0.0093798444461659,0.0032185963387857145
BHLHE41,0.017680785159731698,0.0044384101069248815,0.006414974269318654
BICDL2,0.017753757293465334,0.029237574323211,0.005784037947091417
BICRAL,0.016190261470514326,-0.009333695902544688,-0.019452812605780762
BID,0.02248362949970465,-0.005643626970078192,-0.0031909768941929244
BIRC3,-0.0244316868227721,-0.005665756884967103,0.0011642398590929212
BMP8B,0.0040941867033789355,-0.001671143155197579,0.0018837968227601643
BORCS7,-0.021282853289580704,-0.003346126009190362,-0.003963488597335972
BPHL,-0.020443439736789366,0.014075310942051606,0.007366842927070361
BRAF,0.016549522808793446,0.00012512398429206353,0.0006169518518838205
BRD7,-0.016897804417287887,-0.0012927757231647695,0.00044358927375503127
BRINP1,0.017922559528437788,-0.007583169018179433,-0.030378211864474133
BRINP2,0.01428573498953868,-0.021810097949707296,-0.027802464319219664
BRINP3,-0.012919503420046784,-0.011175558089279645,-0.0045785129118614196
BRK1,-0.017532036707789335,0.02649775129259012,-0.005555455048133696
BRWD1,-0.019190793606068745,0.006430222994551928,-0.01574798034899723
BSN,-0.01114089195600661,0.0005291225186404171,-0.045261811533643156
BSPRY,-0.020315909854552665,0.01418586946798623,0.02132631522344248
BTBD11,0.01734775090656389,-0.00319229262422564,-0.008784648732155651
BTBD9,-0.0160137997372073,0.0034074142825880416,-0.013946510509942658
BTG3,-0.01718018209335276,-0.03596478478415012,-0.005310153550434717
BTG3-AS1,-0.011138204172594916,-0.03618202310125357,-0.015447475665947749
BTN2A2,0.013533974541488804,-0.020551679207561985,0.035943447975175485
BUB1B,0.0008902527725161446,-0.02599288072799468,-0.02271530527983725
BUD13,0.015968043401309796,-0.02041323991460714,-0.011993958144268192
C11orf95,-0.01197953129574234,0.004595992963242648,-0.03612288898060533
C11orf97,-0.023665645151911573,0.00998181211082253,-0.001215810412237149
C12orf42,-0.01705325637925529,0.017631316179057364,0.000929668084457482
C12orf45,-0.022685001407741726,0.011806015835036003,0.006449307090927918
C12orf49,0.01270278500470681,0.033775241127079636,0.01131843583011329
C12orf73,-0.021490303466080076,0.0049955790416579965,-0.011047801490105938
C12orf75,-0.020305039012320465,-0.013336251852961953,0.016853839150601985
C14orf132,-0.009054457241297293,-0.021067788700043003,-0.04297134230484203
C15orf59,0.015414286786980825,-0.020104884938348458,-0.012587286482602603
C16orf58,-0.01856151090739742,0.01401092614218779,-0.018044644355236956
C17orf75,0.020954731870725555,-0.0024463159403659545,0.002630115706961038
C19orf12,-0.018830718639125006,0.01587455281719583,-0.0009165037752203259
C19orf25,0.020273978054975828,-0.013012261778853097,-0.0027549334819640097
C1QA,-0.016689376351075626,0.008367861722773515,0.00513100997036371
C1QB,-0.017892317929393272,0.005604723338091339,0.008913441479571885
C1QL1,-0.022375142063110028,0.007893644401906435,0.005165326211957651
C1QL2,-0.01847510046569036,-0.0023269680438876422,-0.009098420949861758
C1QL3,-0.023897982473909552,0.010736535806769299,-0.0022229174101227756
C1R,-0.01923048154577935,-0.013069681910296557,-0.03190157005036251
C1RL,0.021268385186324998,0.0013078110775761697,-0.017039375774317043
C1S,-0.02174445437270705,0.017434490248609134,-0.01760990432804102
C1orf115,-0.011420022607074082,-0.007987942667560203,-0.03634979054837631
C1orf194,-0.01879719414041124,-0.008473157271059798,-0.013137846438546257
C1orf220,-0.014717314909313536,-0.024506885382114013,-0.005587107826465819
C1orf226,-0.01627684707792831,-0.011928407155343936,0.010076021691921285
C1orf50,-0.022783505020492922,0.012948825164457228,0.01019517554327285
C1orf61,-0.01991017873094167,0.001735738597188195,0.0025971534648806405
C20orf27,-0.018890686594281662,0.01983013715653948,-0.001564834785504758
C2CD2,0.004152224361514953,0.0433110570777543,0.010321110975450255
C2CD2L,-0.017360528451200372,-0.0024811631550473684,-0.03218850625822163
C2CD4C,-0.024696425307970088,0.007836601189733646,-0.017526126131398662
C2orf27A,0.009939946899868888,0.030875818926778254,-0.01958778643169189
C2orf69,-0.019238867663448244,0.008976762500262244,-0.012847813426286764
C2orf73,-0.016774273119350182,-0.015985710000670922,-0.012441986320994749
C2orf80,-0.02101701112718699,0.00549413430763143,-0.018224682881921767
C3,-0.014057833578667805,0.007154113172856871,0.012851905171496668
C3orf14,-0.017677656799292455,0.019943668933361986,0.005426646595701455
C3orf18,0.019191172583758055,0.027801360059047188,-0.0020795609292783616
C3orf58,0.014470499535268803,-0.001219770003306201,-0.02192510923054161
C3orf70,-0.014854073813726422,-0.002087346259397048,-0.007295653453810762
C4orf33,0.02181667305249743,-0.008951667520445883,0.019768990052982348
C4orf45,-0.016518880248935757,-0.006633232963873579,-0.03781356423769531
C5orf24,0.014105000526090738,-0.03334892223136167,-0.006844215485535306
C5orf30,-0.0067943458588760565,-0.0003198113376072455,-0.03784723403616789
C5orf49,-0.022779355867882177,0.013462680811375131,0.011788579046963095
C6orf106,0.01597644308314555,0.03212925894982451,-0.0036538020712287454
C6orf118,-0.019390985577969106,-0.016644920404353034,0.010021301458517031
C6orf141,-0.01697493214918783,0.013263282606863722,-0.007005128747836955
C6orf47,0.020207403124472334,-0.009005735959065621,0.008641657239582093
C6orf52,-0.020672605258656596,0.0034488778074214157,0.0046350544081056886
C8orf34,-0.016897286590998723,-0.0056834275635792705,0.019668939348964222
C8orf44,-0.012072419655437542,-0.03296666955435287,-0.012172500901827372
C8orf46,-0.020783264236470082,0.02486864839386045,-0.0027091491361890285
C8orf82,-0.010239387625691461,0.023403227273536404,0.025976924164886343
C9orf3,0.018187792119185506,-0.010794901806966524,0.007715310381129338
C9orf72,0.017937154722522497,-0.008494243698645657,-0.00509223636439476
CA10,-0.015261701314409175,0.03445928096003177,-0.01590380970962801
CA11,-0.01711573163345404,0.009971038175163318,-0.024270232377703378
CA12,-0.00041482984424270604,-0.019059968214087404,0.0415603503427303
CA4,-0.007493791527439187,0.013826028351383985,-0.041938589836100215
CAB39,0.017501209008531318,0.014647382498651969,0.0013958762994624218
CABCOCO1,-0.019459823328645993,-0.010398099872055611,0.010139550341330834
CABP1,0.024228143758310523,0.011722782756536904,-0.004582402089973965
CACNA1C,0.010478597792142025,-0.024938162431022187,-0.03557782168396977
CACNA1G,0.0006136567332995213,-0.001947641868012049,-0.04111723439923573
CACNA1H,-0.0223103403806017,0.016631311021822942,0.008453286210521853
CACNA2D2,0.02241413800840548,0.017603214607710034,0.0034886197084684485
CACNB3,-0.01075609759316988,-0.009933801350930086,-0.04557216819326028
CACNB4,0.020884857348781646,0.005788061436757033,-0.005176687824535488
CACNG1,-0.018763550890763748,-0.009000559551892776,-0.00592149787744379
CACNG2,0.015726085326468745,0.024207400859519394,-0.01563461750650988
CACNG3,-0.018653570871551273,0.023152733708031652,-0.011832219973739302
CACNG6,0.007049899811860495,0.03846645554213158,-0.02061443784595861
CADM1,-0.022999715993237125,-0.017590541790049992,-0.00042690723402479295
CADPS2,0.02424618192451252,0.0025656985363563737,-0.013624099507478489
CALB1,-0.020512294195011407,0.006119940288862069,-0.013759574895049144
CALB2,-0.016865535815923482,-0.028354233572973973,-0.01656384112255766
CALHM6,-0.02132131512351081,-0.007647911693380126,-0.006228163132913176
CALM3,-0.022843533743755914,0.01687510949272927,0.0018869630106997351
CALML3,0.019238693265746246,0.016722317332239653,-0.01642933135177217
CALN1,-0.009670721655642018,-0.019718575443172917,0.028410876582019996
CAMK1D,0.015567910916917335,-0.007709994999959763,-0.03538115325446849
CAMK1G,-0.008326900331682938,0.041755020912298726,-0.013477797562890373
CAMK2D,-0.02285168815461809,-0.004076045162661296,-0.019325165493297745
CAMK2G,0.020952197994873956,0.017337363129082763,0.006874056317189975
CAMK2N1,-0.008867906177532997,-0.025313949631559106,-0.04114256778447175
CAMK2N2,0.005529373102732817,-0.02329816906518966,-0.016081080069967946
CAMK4,-0.006629147257904609,0.004104776381460804,-0.049886525760663464
CAMKK1,0.012193464995417682,0.007707773821421597,-0.03144893910443213
CAMKK2,0.01838946152301,0.02443204574673506,-0.02580353476705758
CAMKV,-0.021169975033960238,-0.006761720184324804,-0.03076751984311962
CAMTA1,0.01953937121696524,0.008329286338400922,-0.01692577076218951
CAMTA2,0.01994284388882325,-0.002876971566565589,-0.005162241007914778
CANX,-0.02242833981192814,-0.0005382455865227051,-0.007907941291095823
CAP1,-0.019082599348017888,0.006874085131098537,0.013965283589041404
CAPG,-0.021399858142136383,0.0030492107607537457,0.00896671922616986
CAPN12,-0.012361853220147665,0.00891595538339057,-0.016740470036534023
CAPN15,0.01868431929776867,-0.017836601726345328,-0.0010218145083417942
CAPS2,0.016291022156746306,0.020927099912669393,-0.01917228591370313
CAPSL,-0.023825009808689717,-0.004879340367237511,-0.0038215907046384658
CARD9,0.017529255278609174,-0.01901447202743861,-0.0025133586419070113
CARMIL3,-0.018579360595823918,0.008567691057152875,0.006576975885544782
CARTPT,-0.0021775416899164233,0.01371267295754943,-0.04175410779576043
