id,C1,C2,C3,label
129,0.31302961877271884,-0.13688044996402193,1.1098823392573138,STSdp
130,-0.2794900539820292,-0.21800492321084305,0.4807859951068815,STSvp
131,-1.9196703979007173,-1.147169844875014,-0.9639578485565624,TGd
132,-1.0273596300321286,-0.6809536723635794,0.0772790730157892,TE1a
133,-0.48671135942395277,-0.5245751819851451,1.2577460863599965,TE1p
134,-1.148751744558378,-0.725128412115933,0.32122076439915725,TE2a
135,-1.2333892331554919,-1.1207328144797795,0.712704867150152,TF
136,-0.6458946366835346,-0.9280754269434554,1.3366430190403373,TE2p
137,0.1102018528659228,-0.28327283290801386,1.024651466419053,PHT
138,0.6717413120545064,-0.9090179448550374,0.8719598705805808,PH
139,0.3178302585770881,-0.12216645652817046,1.222047316156151,TPOJ1
140,0.498959748573498,-0.36351812742313677,0.7603729550234123,TPOJ2
142,1.1688759334427192,-0.8276132709459274,-0.4622575472410791,DVT
143,0.8706755836435559,-0.769741686968655,0.33921271540063364,PGp
144,0.7843076930040425,0.2882245836138225,0.694912515432145,IP2
145,1.1867176103216235,-0.2651063915860175,0.6143381936319955,IP1
146,1.1473815812973818,-1.0142379682512588,0.6755574718059039,IP0
147,-0.03070880813616246,0.2937704082671263,1.1422752951045827,PFop
148,0.31975054850099704,-0.08580306018037424,1.2740109663900743,PF
149,0.4630297970728164,0.06386646178469088,1.3927522170714848,PFm
150,0.450225671444047,-0.24344919878127902,0.8249894234839957,PGi
151,0.9260551452980225,-0.517757932950192,1.2128399279361803,PGs
153,1.253389476808794,-1.4786650220243651,0.2735987955906572,VMV1
154,0.7898179770530259,-1.6042407574762745,0.6583343471265789,VMV3
155,-1.367573783016732,-1.5037363235568437,0.5710568687158271,PHA2
157,1.0318936078458296,-0.9397042197069131,1.0995022918660533,FST
159,1.1586790358070995,-0.6345976856158457,0.9230114363005361,LO3
161,0.9516804526689913,-0.05751744024376657,-0.6552381892259252,31pd
162,0.4426423796262824,-0.46540501743216983,0.8664557711444782,31a
163,-0.23569541275955774,-0.7844890371273108,1.3269286923521861,VVC
164,-1.8694403779937365,-0.771492858183895,-1.509965067053668,25
165,-1.4061595312120734,-0.4021144981357817,-0.07684546764569682,s32
166,-1.6329503054942747,-0.25939204750101574,0.30002757204241715,pOFC
167,-1.7463594366678024,-1.0868531753823143,-0.5865365681889094,PoI1
168,-0.10521148991516865,-0.35519919510600867,1.0790744225429159,Ig
171,-0.11009590075919086,0.7513092693372898,0.4676739192458285,p47r
172,-1.5381100474321676,-1.0666250288971506,-0.09457158350361598,TGv
173,1.1299534964397775,-1.0336029468179895,-0.4423872924707174,MBelt
175,0.2889952376045668,-0.2261872548936043,1.3399432422771895,A4
176,-0.956539067951942,-0.5714056621142928,0.2702682026725042,STSva
177,-0.9086229475019038,-0.13980179949311602,0.8102746932128364,TE1m
178,-1.2830349410203503,-1.0259285663525484,-0.044771139300408186,PI
179,-1.2805650708893541,0.6773018099017738,-1.409042009693487,a32pr
