,0,0,1,1,2,2,3,3,4,4
,gene,weight,gene,weight,gene,weight,gene,weight,gene,weight
0,GPCPD1,0.018467390019114086,LGALS1,0.03259271612609125,SYT6,0.03222390236767926,TBC1D15,0.03370769915835838,KNOP1,0.04007193947280362
1,SCN1B,0.018330078216359513,AHNAK2,0.031605847568498206,MICB,0.0317457604033413,LAMA5,0.03278305316363794,SLC39A11,0.039962157526702
2,SEMA7A,0.018319096371354763,GAL,0.030931397048899047,CA12,0.03154079278455075,DPH7,0.03223865936837696,CD9,0.039571387567023136
3,ANK1,0.018292953203556676,LCP2,0.030755478611594233,FGD4,0.03063697849376571,REEP5,0.032107905142245305,KIF13B,0.0375285404945462
4,RHBDL3,0.018273422482586295,CRYBA2,0.030393607562101754,COPZ2,0.029428528729270778,SUSD6,0.03189479584627681,TCFL5,0.03701647361383848
5,SERTAD4-AS1,0.018272121955115548,SKAP1,0.02990285953814977,ITGAV,0.02913355392237028,MRNIP,0.03188038650603891,ASPRV1,0.03664185790075198
6,MIR29B2CHG,0.01823878759315258,ERICH1,0.029899259629323854,ANKRD18A,0.028955608595148785,MEIS1,0.031812265557909274,PLLP,0.03663269770705135
7,VAMP1,0.01822550808237497,SLC22A18,0.029734337301706285,BTN2A2,0.028807606063423242,PLAG1,0.03160266969446276,MESD,0.035392416939393864
8,SCN1A,0.018186518023286597,KLHL29,0.029674362223810542,XKR8,0.028799019867397174,CCDC14,0.03154581482120431,CMTM5,0.034890641466050816
9,KCNAB3,0.018020172789732163,LOC100128239,0.02950694597744018,NACC2,0.02862234162606134,KAT2A,0.03105977918144235,TP53INP2,0.03470147052475906
10,LYPD5,0.017997220657054298,ASGR2,0.029420293816866935,TNS1,0.0285371362508158,ALKBH2,0.0309606500636189,CERS2,0.034184625117506744
11,KCNC1,0.017989215988465774,GPR20,0.029300605774954094,LMCD1,0.0283769699167865,NCOA6,0.030865621692689655,PIR,0.033971111668014226
12,LRPAP1,0.017975782204521788,LAMA2,0.0292643885103443,RPS6KA2,0.02809212538533773,SPSB3,0.030859313442934806,EMC2,0.03394002329327856
13,THAP10,0.01794520563015733,CTXN3,0.029241478105615684,STK33,0.028042932434478782,TXNDC11,0.03083801305111201,FLJ37453,0.03391129542948154
14,KCNC3,0.017923038670520173,WNT10A,0.028955587374591543,MYOF,0.02803018832854512,RYBP,0.03063447347790363,LAMP2,0.033783678410726596
15,SYCP2,0.017899909321124795,CBLN2,0.028543787641096087,ANXA5,0.02790455582257744,PXN-AS1,0.030579438876870507,SRP14-AS1,0.03365023268006799
16,EPB41,0.017899407964882336,WNT6,0.028302163534997527,MICA,0.027850821538201585,NVL,0.030515911329267394,ZNF649,0.03351983638959754
17,SLC4A8,0.017892817083282896,BNIP3,0.02823616516854885,SEMA5A,0.027774217821134373,BRD8,0.030447827569553693,SEMA3B-AS1,0.03350291694259094
18,ENTPD4,0.01788472828681909,ARHGAP25,0.0281613176747442,SNHG18,0.027766142370342056,SF3B1,0.030185075003941336,TMEM229A,0.03348482410121221
19,NFIC,0.01787631852795724,ITGB1BP1,0.028140063749812663,LINC01315,0.027697837878861795,STK11IP,0.030133289559854722,SCD,0.0331532572609066
20,SCRT1,0.017862218036630937,FAM213A,0.02794860165686832,DTNA,0.02754816029316773,NR2C2AP,0.030047155757063255,PRKCQ-AS1,0.033118321862909014
21,SLC25A37,0.01785472668678392,LINC02055,0.027858686662171034,GPD1,0.027345575812690974,NRIP1,0.029986712025870953,FAM102A,0.033104474397621826
22,ASB13,0.0178525655018058,PHF23,0.027681407274239712,SEPT10,0.027156747802352076,AFAP1L2,0.029958601769379273,RNF130,0.03308388032927306
23,NT5M,0.017822468029463478,SPR,0.02760602170545262,SMAD9,0.027141258832451363,POLD3,0.029866582899927992,SYNGR2,0.033061507974957105
24,AGO1,0.01781689599926675,TFRC,0.027502363977551306,PPP2R1B,0.026845098552090246,NSUN5,0.02972263801805808,LIPA,0.033028765306358336
25,ESRRG,0.017811876192092093,C2CD2,0.027462845856695214,AFDN-DT,0.026735399652575507,NIPBL,0.029443911310670652,PADI2,0.03298373721172782
26,ZNF365,0.017802148613238995,TNFRSF21,0.027453397497956212,PDE11A,0.026584197305452386,ADGRE5,0.029352358699363104,SOX2-OT,0.032812807513183016
27,GPAT3,0.017765099387578587,SNN,0.02739336284194002,SINHCAF,0.02649207695194314,NGDN,0.029325932596951102,ATP6V0E1,0.03280639839871594
28,SHD,0.017753212910200093,AGMAT,0.027213099776009664,GFRA1,0.026486514811527247,NDUFS7,0.029316702361244753,SPAG9,0.03273614788713927
29,SLC16A6,0.017746506818890458,BCL11B,0.02710447088728721,NECAP2,0.026476686160934345,C19orf73,0.029057830139546957,BRCA1,0.032693460585604024
30,JDP2,0.01774403585880475,MUCL1,0.027061244471490758,POLR3G,0.026462077605230335,OSBPL5,0.029018367320979073,MINDY1,0.032655035593968366
31,URM1,0.017743892448184848,PDLIM7,0.027028074173777436,HLA-H,0.026431612254427056,TNRC6C,0.02898061851884535,CCDC121,0.03259411835747734
32,OIP5-AS1,0.017737959397686253,RPH3AL,0.02695059023874137,RAB3IP,0.026356721638918206,PIDD1,0.028914105546523922,MYO9B,0.032442305032505246
33,TRPC3,0.017731321836574575,DYNLT3,0.026918868017341394,EMILIN2,0.026322742506101626,ELL2,0.028742163979149075,SNX6,0.03225497637868881
