,C1,C2,C3
ADCY7,-0.6324783332814342,0.38820373502559197,0.3310002908666954
ADCY8,0.10433990869180526,-0.27558175359420517,-0.488375069404621
ADCY9,0.8646693095244983,-0.03130963436014089,0.08156268881174185
ADCYAP1,-0.039591680324800003,0.2611338584886453,0.3978156983682086
ADCYAP1R1,-0.6223423011189171,-0.21041266915622184,-0.3818636451880226
ADD1,0.7173623282653301,-0.052601829784065135,-0.016428616097549573
ADGRA1,0.4344205259328454,0.1875404126531605,0.2022095287805768
ADGRA2,0.5079512863743987,0.10633802755151316,0.17825152351828236
ADGRA3,-0.6759896523419134,0.00798921540834244,-0.2904864293839599
ADGRB3,-0.7756041625170066,0.019885412532665316,0.32960841164545357
ADGRE5,0.05211007058414272,0.24810280794377634,-0.34802351075239485
ADGRF5,-0.39392168011294865,0.23379914190256446,0.19150253453957394
ADGRG1,-0.7853983569513296,0.017197284963596567,-0.056734207382678495
ADGRG6,-0.37184157273391866,-0.14911260426935008,-0.1888092153466242
ADGRL2,0.5959070607987585,-0.4353638091561655,0.11053549313525828
ADGRL3,-0.7378322658382009,-0.2446896732924197,0.24050006128407042
ADGRL4,0.5082200333036226,0.24771829764834083,-0.15675571412860398
ADGRV1,-0.7961743771700108,-0.239802458907372,-0.12671937238898834
ADH5,-0.7214809192689222,-0.04281434940204781,-0.014221529427364942
ADI1,-0.68568222568574,-0.060084639576374055,-0.29334577610902374
ADIPOR1,-0.7377513159329443,-0.046462951026712766,-0.07880631045462053
ADIRF,-0.8206954424585541,-0.13363149812722486,-0.28905250036797386
ADK,-0.46108673965026165,0.456656420509618,0.014718694286171903
ADM,0.7160258829221049,0.09837716101027419,-0.24879046122174328
ADM5,-0.7800761411635949,-0.14257138812781056,0.24611770608316627
ADNP,-0.29822327067637877,-0.1539596946897963,0.531415781569652
ADNP2,0.3728102044324119,-0.13300311307540244,0.19599857843522842
ADO,0.7984243566424136,0.06828602934213349,0.16031192328054822
ADORA2B,-0.5996801073782438,0.0017489889961666463,-0.19915570066023536
ADPRHL1,0.5536226109535471,0.6307784014437152,0.20727201897497602
ADPRHL2,-0.4324544774236178,0.39545553406660044,0.04781820824833175
ADRA1A,-0.18281517924190765,0.06330978601372748,-0.3813027283117115
ADRA1B,-0.749206319417934,0.33001149380074696,0.06177804089095188
ADRA1D,0.46280513167772497,0.5289110070296569,0.3669694249803521
ADRA2A,0.10054117331619808,0.3035778122337602,0.014927440068434545
ADRA2C,-0.7406886143255845,-0.01105657900186485,0.005368148130382304
ADRB1,0.5854316509525966,-0.4149290134566946,0.37994429554784537
ADRB2,-0.7154275967620444,0.17732950455803342,-0.2662339851252047
ADSSL1,0.6270854422138922,0.35704566574985336,-0.3464174761845804
ADTRP,-0.6487493623229869,0.5061136463415524,0.29070268607168187
AEBP1,-0.4260185886100155,0.24745361232183996,-0.31306098898179807
AEBP2,0.5261443355909629,-0.2869238122429388,0.22253404167169286
AFAP1L1,0.5048450368609789,0.41384557436423697,0.1478486905330211
AFAP1L2,0.10016680364934696,0.22932342278272652,0.19560692591201811
AFDN,-0.41272374104384885,0.09976149602231776,-0.53035262674607
AFDN-DT,-0.21693518800113712,0.08678418397328996,-0.6194803684046313
AFF1,0.624123866953885,-0.18310658747768102,-0.3819483491839949
AFF2,-0.4924134004004305,-0.1482662700419495,-0.04108191854505206
AFTPH,0.7376596731509668,-0.01240643172165588,0.20261620073004946
AGA,-0.5569779119423325,0.2854852814481835,-0.3811924739129789
AGAP1,-0.15065941307352337,-0.7225071246568009,-0.0675166808411664
AGAP2,-0.7383532652954374,-0.1900268095107419,0.05453845989707282
AGAP3,-0.5555495576080033,0.03471175784963083,0.10003017306697631
AGFG2,-0.31245404437086527,0.11801920064202219,-0.3092209317629089
AGK,0.23234890333999778,-0.236320981610831,0.3353542588663465
AGMAT,-0.08946015456291304,0.7663185719551493,0.005812426752625907
AGO1,0.9290224005301422,-0.15005211097185683,0.024410148221993753
AGO3,0.4677489187262041,-0.33722960779235345,-0.35845947564315844
AGO4,0.30330341250678994,-0.7098256787103394,0.17854051057574755
AGPAT2,-0.6042014976482196,0.2746548820811202,0.3532206152175373
AGPAT3,0.7295754747623734,0.3145172844047479,0.06433775664284613
AHCY,-0.6216639319899427,0.107436836343397,-0.01702648107010348
AHI1,0.8392212600788638,-0.3581794163086009,0.11737136294750082
AHNAK,-0.8392428486881766,-0.13084516277350716,-0.1997250189212466
AHNAK2,-0.09375477914041173,0.8903846173102214,0.12630600010587234
AHR,-0.48817431884840484,-0.3721312018979175,0.03587421836446326
AHRR,-0.8443226504980886,-0.1853700475322504,0.15349897142863067
AHSG,-0.2969983978723946,0.0051321255929403144,0.3523395358020499
AIF1,-0.7174374481616232,0.10492129009478128,-0.18232287404364736
AIFM2,-0.5809196235542373,-0.022098504066855776,0.235366543681399
AIFM3,0.7934267207335111,0.06757999441803972,-0.19880007515160694
AIG1,-0.43080070017305644,0.13264991828337738,-0.03977885326693717
AIM2,-0.2964554112357087,-0.42777460560671016,-0.2786496720971663
AIP,0.41374529575589325,0.13920919546127197,0.09857592709882147
AIRE,0.04439332319039499,0.6669944597826897,-0.3353111715978416
AJAP1,-0.4886372759175413,-0.4891775014784612,0.15362672072946926
AK1,0.542942419208098,0.2962078745313055,-0.12798056498481777
AK2,0.7090347907600831,0.3734413571239259,-0.3039614615968946
AK4,-0.8487174669116554,-0.12682334362346345,-0.08696209303585556
AK5,-0.6028958307846258,-0.03758965043482968,0.22978529037214054
AK9,0.4881472705532433,0.4292086704183347,-0.10438688548234122
AKAIN1,0.6980986120852901,0.29353775918053876,-0.015041917261047625
AKAP1,0.27454167570197535,-0.2725787421187032,-0.12385841270920207
AKAP10,0.33277082075421105,-0.14440795513838833,0.3789631887003341
AKAP12,0.420022903975354,0.7147715017909421,0.05157419668061407
AKAP13,0.3228148549473718,-0.44466516872781897,0.21939103201819327
AKAP14,-0.8656809419173309,-0.22493067808961054,-0.035802256130801825
AKAP17A,0.2894833169252665,-0.2872981476660936,-0.21462635512667794
AKAP5,-0.6986246320879165,-0.33766342367876656,0.3095923211167079
AKAP7,0.15683786141311032,-0.6932507847090947,-0.16712234806909693
AKAP8,-0.46865018173536266,0.6514855567155028,0.32599268095951084
AKIRIN2,-0.8763615411505201,-0.035540591935997956,0.2542483010557994
AKR1C1,-0.21066095909491697,0.6866553346858797,-0.2070322905532627
AKR1C3,-0.377053973466951,0.6608736242184258,-0.12357826513236009
AKR1C4,-0.18911647558192884,0.718185263696439,-0.1861612377995503
AKR7A2,-0.6926662425336079,0.18076755915936046,-0.2445673847887227
AKR7A2P1,-0.6526654007172698,0.16569720247379657,-0.15927758332867947
AKR7A3,-0.6945116113273864,0.23126765111151112,-0.19584160247708887
AKR7L,-0.7446152672055566,0.20987776040950762,-0.20988579912135263
AKT1S1,0.5320014752120745,0.2823827875129727,-0.33190638886663937
AKT3,0.7030683878745907,-0.09798238897872383,0.08923567155282928
ALCAM,-0.657382240550821,-0.16595419103114303,-0.3274464556082511
ALDH1A1,0.5625375500006242,0.18014887006945435,0.037548022196682275
ALDH1A3,0.9180915208801137,-0.005996363713336284,0.05971480282184331
ALDH1B1,0.5834875685719924,0.5454603937310731,-0.10881767268903593
ALDH1L1,-0.4677855263880345,-0.10279174053895217,-0.10882337667506128
ALDH2,-0.6902179989826408,0.041693760865021585,-0.15592565211433812
ALDH3A2,-0.4140722221439242,-0.04701259363456945,0.4015662695977822
ALDH4A1,-0.4753782350604391,-0.10454004421845453,-0.13376365539308108
ALDH6A1,-0.4660879870184868,0.0608670472081394,-0.2991660074276725
ALDH7A1,-0.6085913880942119,-0.13737518676368105,-0.23255490257439862
ALDH9A1,-0.7357429399137458,0.023504566198200565,-0.2961008158259515
ALDOC,0.44358876808747494,0.577209241561529,-0.14552506527165496
ALG10,0.008426366364407604,-0.4850236911420034,0.09447499298753056
ALG10B,0.15960646689811378,-0.41616998002164923,0.2582312847428346
ALG2,0.5351938833789419,-0.21119403087429547,-0.19242334215255896
ALG3,0.4550480971768508,0.20894403921713048,-0.052663177890589455
ALG5,-0.3648407171028058,0.2473546046586874,-0.389553394666069
ALG8,-0.6452374960087985,-0.07517866962289312,-0.19699004316752464
ALK,-0.5112538484664597,0.06373356201655596,-0.27597240364652403
ALKAL2,-0.902127895297664,0.03855544444557072,-0.170984439286693
ALKBH2,0.45988796364760826,0.18688740848278276,0.10469592323721218
ALKBH7,-0.5357380937281395,0.45387451621989783,-0.10289059274540673
ALKBH8,0.5780019032206669,-0.3409132863131663,0.12457073731012568
ALOX5,-0.677418315788362,0.05783561184317288,-0.26422171020677915
ALOX5AP,-0.5512483995008809,0.13718402388772877,-0.2611969921135125
ALPK1,-0.02460139945170257,-0.0005070098973781214,-0.37310605807592206
ALPL,-0.6270345906303009,0.32294668162207607,0.31342380930726366
ALS2,0.4596347411277286,-0.318022047479935,0.2916974410904067
ALS2CL,0.2993680983775348,0.27395041702758244,0.4444364359553462
ALS2CR12,0.10629412070276587,-0.4414458579977262,-0.2374948488555754
ALX3,0.7577928174611883,-0.14043662178558902,-0.16323690964131363
ALYREF,-0.7590725037709072,-0.050131678390644044,-0.08853693677937574
AMD1,0.6462631920695595,-0.4165524466815541,-0.08431300381331629
AMDHD1,-0.03570113816525161,0.716908808266387,0.004724893342432335
AMER1,0.6541378019630386,0.326178764835036,0.07392025973790142
AMH,0.547068723016344,-0.0923352927330493,0.11075539836640888
AMIGO2,-0.8845035652429517,0.25176267478139336,0.12490404557508811
AMMECR1,0.7324622458412235,-0.36696926438979643,-0.06913245646310771
AMN1,-0.6601179790902962,0.26801768135748494,0.15967336764644088
AMPD3,0.5116942154608632,0.18396674427811635,-0.33318897368349043
AMT,0.4064544005807222,-0.5711331644057304,0.03992422038903967
AMY2A,0.07329956524076407,-0.667165902956008,0.021569449073098632
AMZ1,-0.7182098726584828,-0.1809324441898283,-0.2607942824175759
AMZ2P1,-0.6155797587291132,-0.046108965739363884,0.2545545664061626
ANAPC1,0.4626260438970969,-0.2686411169909631,0.11280713089759241
ANAPC10,0.4546164265795184,-0.2843510269578558,-0.032507918733742834
ANAPC11,-0.5920737995887682,0.30914231427025857,0.0699476935989282
ANAPC4,0.25132382299859146,-0.6255197145286115,-0.01273727315234155
ANG,-0.4389991691127887,0.14727734170394852,-0.30886414777601373
ANGEL1,0.11360320878966057,0.5778819145852674,-0.1565874367447183
ANGEL2,0.12833571530553503,-0.5200920636792493,0.03851618583658853
ANGPT1,-0.44720531500461513,0.2168973104885135,-0.49638515822451446
ANGPTL2,0.4871771836313531,0.11387039370708074,-0.26599327992038874
ANGPTL4,-0.5027486144697553,0.10552464565584091,-0.2699867540724281
ANGPTL8,0.5428100067496184,0.11803098141750988,0.4830958566556335
ANK1,0.9539186894049572,0.1489822547472659,-0.03601223792080499
ANK3,-0.8539009612544253,-0.19501658640929695,0.05522946795916352
ANKDD1A,-0.584940117417682,-0.38920440358415725,-0.24598533779386247
ANKH,0.8655468323388488,0.08356444838164115,0.014366323142525322
ANKLE2,-0.7298622007011567,0.1820463532674672,0.10109581447051061
ANKRA2,-0.5090347851005717,-0.33288267990408904,-0.27403138496455404
ANKRD13A,0.5793388697047196,-0.2102642121806499,-0.4245658475289756
ANKRD16,0.35926076933759893,-0.5010802038487089,0.049902391360891134
ANKRD18A,0.024092879399966037,-0.06468012193735319,-0.6707319758661761
ANKRD18B,-0.0937535377277904,-0.5414294252720097,-0.2714360304028535
ANKRD18CP,0.3016056669353831,-0.4104727396233134,-0.27280190057375125
ANKRD18DP,0.26768965539262013,0.10492555443627982,-0.37719035468481255
ANKRD19P,-0.8482870052383531,-0.10331273682478345,-0.1310911629519744
ANKRD2,0.5680743687492761,0.4018176358983776,0.26539938681938197
ANKRD20A11P,0.1904789975134545,-0.4960407828280605,0.10393937060501807
ANKRD20A12P,0.5371142445132033,-0.08702568656925831,-0.1661686037593436
ANKRD20A4-ANKRD20A20P,0.6800019372147876,-0.023284634605748113,-0.25747556336323196
ANKRD20A5P,0.0020009250125244847,-0.6536855013506656,0.1616625253381922
ANKRD20A8P,0.6736202032498393,-0.14214931917099083,-0.06965412065488727
ANKRD20A9P,0.5219228860065988,-0.2516626444858681,-0.07875974095385495
ANKRD24,0.5954097569283144,0.02606332496746966,0.524820297788815
ANKRD26,0.497315308354335,-0.5289007645998546,0.17055496169483844
ANKRD27,0.21123822372438905,0.6812968667309328,0.14661962567295897
ANKRD28,-0.14024009065382526,0.3019749346777818,0.4291327619738302
ANKRD29,0.8602049231091067,0.2703628205350285,-0.12380515762842756
ANKRD30B,-0.5966930209579283,0.1611116196720954,0.5100799233284455
ANKRD30BL,-0.5188893047861085,0.04428850204739105,0.23395139281475827
ANKRD30BP2,-0.6336587164526022,-0.31285852105736606,0.1909441223605503
ANKRD33B,0.5664409806768191,-0.32466344324221125,0.44568763042055015
ANKRD34C,0.7433103839549129,0.3271412314336884,0.19202213772306723
ANKRD36BP2,-0.2309075724728285,-0.6392573791601056,-0.22770332585951633
ANKRD37,0.7105291982160885,0.10501071421651624,-0.06853096087922378
ANKRD42,0.5898909663243341,0.28153986668111675,-0.1296876736535358
ANKRD45,-0.15511160490622,-0.6202286216967329,-0.26233340048600495
ANKRD49,0.1640489752927124,-0.6482227902825434,0.1282154573455323
ANKRD50,-0.7988188500412174,0.05289212474030512,0.11391255766475723
ANKRD54,-0.6264314776346911,-0.18132596229224587,-0.255790182123146
ANKRD55,-0.5042942750000431,0.07433811958092947,0.31620298039592065
ANKRD6,-0.9460339473238589,-0.09239940388459993,0.036518229844994116
ANKRD62,0.7795586361258575,-0.06037019752774292,-0.21992026125462358
ANKRD65,0.5869821760398554,-0.2882366958216769,0.13218745997073242
ANKRD9,0.7277817911836801,0.1326520777906207,-0.1754388097433369
ANKS1A,0.6984143974411484,-0.03925112693066265,-0.093757303678342
ANKS1B,0.2160817497163222,-0.7380436379258265,0.18195281653979054
ANKS3,0.6245376680604131,-0.3193238579689241,0.03704818052302994
ANKS6,0.8679138392516299,-0.04626480042473778,-0.09715766370041952
ANKZF1,0.5090418197277434,-0.32987462623976654,0.050631780343521955
ANLN,0.1411921033584461,0.16636850419219193,-0.4654370201361308
ANO10,-0.534018182012739,-0.0274841558063638,-0.024471387913643172
ANO2,-0.6088875027946037,-0.017505924014702842,-0.11081274969884222
ANO3,-0.7959195811635495,0.2987485190158254,0.22124619167797271
ANO4,0.3921669237742075,0.11327768043365227,-0.3658731091163091
ANO5,0.6878823572690059,0.2753657993907583,0.38912113507387713
ANO7,0.30705291133531903,0.3986009452365678,-0.07040715273057085
ANOS1,-0.7176503090397706,-0.08877327160228732,-0.11115591247619042
ANP32A,0.19841601750203586,-0.34807969759886376,-0.4386002191839435
ANP32E,-0.6794370025228085,-0.025956685585924216,-0.13190389891754678
ANTXR1,0.637635207898364,-0.35449872931682763,-0.10192859887371034
ANTXR2,0.19174754920043768,0.05296880003040123,-0.2926039252841537
ANXA1,-0.3662027781711205,0.22237037829326667,-0.15016030702883612
ANXA11,-0.7027439034303458,-0.48082434342508057,0.09149394709940231
ANXA2,-0.5235818668390863,0.1230120958561355,-0.46558661441915716
ANXA2P3,0.49097067766265073,-0.33235134212969336,0.44107994365115405
ANXA3,0.4899571223485315,0.46887635050192716,-0.1417214502866478
ANXA4,-0.08229079847172646,0.6372104683596667,-0.4497801541209072
ANXA5,0.4243443033273563,0.14431090196357635,-0.6442110741602017
ANXA6,0.6396843539932623,0.328023468331495,0.17734261254714243
AP1G2,0.19705586685118742,-0.5424175951688912,0.2582392459609684
AP1S1,-0.6381392169456674,0.09014079677929251,0.2094551974750433
AP1S2,0.6102892878578796,0.16539301807917176,0.10069677965681902
AP2A2,-0.808145418908101,0.01710052443749561,0.22076398058757268
AP2B1,-0.7650766177248326,0.07005126000238708,-0.048168146178683605
AP2S1,-0.6249536462807842,0.08831494710293175,0.1477712292419361
AP3B2,-0.691111960220904,0.058035158567868755,0.40776388374433725
AP3M2,-0.710777599090326,0.2430314222692796,0.4411671679787609
AP3S1,-0.8888889597356371,0.20634439983785463,0.05858398726056089
AP4E1,0.6055374149861038,0.08516910690384075,-0.1047691932821954
AP5M1,0.4774480516733823,0.24215069023207325,-0.01964957668062563
AP5S1,-0.6000331171408915,-0.11002364100542635,-0.11702351116159454
APAF1,-0.7186416270999474,-0.29442927676692676,-0.1226320339767871
APBA1,-0.5284733277741437,-0.2225720545930428,0.23891879497461418
APBB1IP,-0.7085591936988275,-0.05490542509109796,-0.26592328394758163
APBB2,0.24794168631366878,0.4131912764923459,-0.24059424558223655
APCDD1,-0.6111257972776492,0.03642514175041489,-0.28768016419453546
APEH,-0.40011624173039023,0.617451001270734,0.36327138766809813
APEX2,-0.3715688850072822,0.4351037780889009,0.18058264943652114
API5,0.39099865323023614,-0.09643043051115147,0.3029036161887195
APIP,0.6677303816531128,-0.10997988699107332,-0.38584670862914555
APLN,-0.6581808746855412,0.00645252251092186,-0.542022991078659
APLNR,-0.6370351578383493,0.02517216026697474,-0.43985013336923323
APMAP,-0.6426502689704667,0.18599493680213622,0.32806619939771325
APOC1,-0.6499481366620807,-0.39148773695915695,0.031395590381320115
APOE,-0.6660191520643732,-0.20369084166134047,-0.15489185546846831
APOL1,0.6604021666902116,0.31843040358943553,0.20166589499827128
APOL2,0.8513036303517145,0.3350665358965191,0.140484228363318
APOLD1,0.34026370872451395,0.36064700781507686,-0.27157676884741216
APOM,-0.650766492169015,0.13335056819707283,-0.30069794998325644
APOPT1,-0.7675520249488084,0.08099640219339523,0.034328406729725335
APPBP2,0.5298127779654033,0.19406430875995945,0.08960356534100894
APRT,-0.530240893530711,0.2815761345225485,0.1541423803423158
APTR,-0.8527332672793259,-0.09880237289792207,-0.13932512671894207
AQP1,-0.43521505805873745,0.16635061471189794,-0.46529127149045574
AQP4,-0.6915369633887167,0.0012635970890136304,-0.23671080907114495
AQP5,-0.5190040880816842,-0.24032540619066428,-0.31592192975133143
AQP9,-0.5321569609138159,0.28804548523808704,0.4524320325684493
AR,0.8095164484507068,0.2721330726006094,-0.10899493292036867
ARAP2,0.4663060678961136,-0.09457784004531186,0.2561901317502026
ARAP3,0.34852756636550863,-0.3836122713891271,0.42298216681707723
ARC,0.7728096581944368,0.23014875425329193,0.16794077960349132
ARF3,-0.5846469303123505,0.07478206453711185,0.3965770761882395
ARFGAP3,-0.6021452352483014,-0.06268772179271329,0.0544885610914538
ARFGEF1,0.38692952372008965,-0.19072761242237468,-0.0330944577495621
ARFGEF2,0.6321917198722116,0.1463755351460814,-0.06751080274381571
ARFGEF3,-0.7969721729909761,-0.07885490328656478,0.09867022248283247
ARG2,0.3842603940113479,0.47303795034862095,0.0416267468127935
ARHGAP10,0.24679897273530996,-0.20504325157153594,0.25270318768997085
ARHGAP12,-0.8235692955991745,0.09757864823594332,0.0829104975519785
ARHGAP18,-0.6678577290701035,-0.11153879428525915,-0.1084053210787349
ARHGAP22,-0.36024597780350076,0.33414403712188,-0.5197664201428805
ARHGAP25,-0.1272518067444903,0.7958528646412489,-0.036226231651575944
