,gene_symbol,ds,pct
5288,GPAT3,0.7504714624491249,0.9969271290605795
7256,LMO3,0.7500983990067558,0.9968644174087545
15055,WDR86,0.7498615567592514,0.9968017057569296
5579,HAPLN4,0.7492845043936341,0.9967389941051047
511,AMIGO2,0.7480161217365017,0.9966762824532798
4954,GAL,0.7477099217330244,0.996613570801455
3860,EFCAB1,0.7450364531693003,0.99655085914963
3137,CXorf57,0.7440721030112125,0.9964881474978051
9847,PDYN,0.7436296322801501,0.9964254358459802
11195,RBP4,0.7419730726671461,0.9963627241941553
7209,LINC02055,0.7401502004237678,0.9963000125423304
7598,LRRC56,0.7399530687904015,0.9962373008905054
503,AMDHD1,0.7397679966338363,0.9961745892386805
10592,PRKCD,0.7375956536953167,0.9961118775868556
5995,HTR2C,0.7364099972604111,0.9960491659350307
2888,CPLX1,0.7359279675007263,0.9959864542832059
11349,RHOBTB2,0.7355049657494913,0.995923742631381
9522,P2RX6,0.7349311426728101,0.995861030979556
11722,RSPH9,0.7336674528148954,0.9957983193277311
2013,CCDC39,0.7320492195481718,0.9957356076759062
14726,UNC5B-AS1,0.7304180933770937,0.9956728960240813
1045,ATP2B4,0.7297118408127466,0.9956101843722563
5171,GLRA2,0.7282771159486657,0.9955474727204314
4521,FARP1,0.7278023895669198,0.9954847610686065
11922,SCN9A,0.7271607801857475,0.9954220494167816
9681,PCDH17,0.7271130039630829,0.9953593377649568
11919,SCN4B,0.7270294998136293,0.9952966261131319
9750,PCP4,0.7268641993518206,0.9952339144613069
6900,LAG3,0.7268612394487004,0.995171202809482
11936,SCRT1,0.7252484439924353,0.9951084911576571
10973,RAB37,0.7239278989131178,0.9950457795058322
8348,MROH5,0.7229857580266164,0.9949830678540073
15183,YPEL1,0.7212303953786421,0.9949203562021823
7585,LRRC3B,0.720553822938958,0.9948576445503574
2138,CD24,0.7184072085504466,0.9947949328985326
8901,NEURL1B,0.717274793006774,0.9947322212467077
3965,EIF5A2,0.716452308192959,0.9946695095948828
940,ASCL2,0.7152567519371524,0.9946067979430578
4309,FAM110C,0.7151450932230513,0.9945440862912329
2890,CPLX3,0.7128330476175953,0.994481374639408
10908,PYDC1,0.7126157019002135,0.9944186629875831
11752,RTP1,0.7125148287114302,0.9943559513357582
12803,SNX7,0.711088603074985,0.9942932396839332
7278,LOC100129291,0.7107784913693879,0.9942305280321083
2734,CNTN6,0.710701752744461,0.9941678163802835
10224,PLPPR4,0.7106252651767587,0.9941051047284586
6052,IDS,0.7099790896567307,0.9940423930766337
9236,NTSR1,0.709731220156499,0.9939796814248087
14865,VAT1L,0.7093659380103838,0.9939169697729838
12320,SLC17A6,0.7086343489687097,0.9938542581211589
12604,SLN,0.7084827051668454,0.993791546469334
13569,TDRD1,0.7080148337279356,0.9937288348175091
10511,PPP4R4,0.7074907700256418,0.9936661231656841
5222,GNB4,0.7071462957277067,0.9936034115138592
7012,LGALS2,0.7053783332372123,0.9935406998620344
5392,GPX3,0.7035854184142264,0.9934779882102095
13204,STUM,0.7031242396672249,0.9934152765583846
7679,LY6H,0.7025973727747562,0.9933525649065597
6479,KCNC1,0.7023512799373168,0.9932898532547347
12093,SERTAD4-AS1,0.7023161136016995,0.9932271416029098
5344,GPR160,0.7012076579052038,0.9931644299510849
15872,ZNF831,0.6997788345590782,0.99310171829926
15280,ZCCHC12,0.6982057764092247,0.993039006647435
11079,RAP2B,0.6981074941732961,0.9929762949956101
3537,DMRT3,0.6980087048656032,0.9929135833437853
12593,SLIT1,0.6973619153192444,0.9928508716919604
11917,SCN3B,0.6968003859489997,0.9927881600401355
5231,GNG4,0.6962416547043481,0.9927254483883106
4938,GABRB1,0.6958092278939184,0.9926627367364856
15283,ZCCHC18,0.6948972375393577,0.9926000250846607
10233,PLXDC1,0.6940633657556248,0.9925373134328358
9131,NPY1R,0.6932834771001555,0.9924746017810109
1319,BIRC3,0.6930815536025917,0.992411890129186
13642,TG,0.6914796175889185,0.9923491784773611
926,ASB13,0.6913086505916399,0.9922864668255362
3498,DKFZp779M0652,0.6907816932671109,0.9922237551737113
780,ARHGAP25,0.68990952013254,0.9921610435218864
4190,ESRRA,0.6896512980434953,0.9920983318700615
4124,EPN3,0.6892861487393638,0.9920356202182365
10013,PID1,0.688883810168723,0.9919729085664116
10885,PVALB,0.6882514953772357,0.9919101969145867
3774,DYDC2,0.6882077034584676,0.9918474852627618
215,ADAM23,0.6874029461986986,0.9917847736109369
5428,GRIN3A,0.6870970012029834,0.9917220619591121
8926,NFIC,0.6866857624589677,0.9916593503072871
14353,TRPC3,0.6865280352687839,0.9915966386554622
9299,NUPR2,0.6862558316352481,0.9915339270036373
7579,LRRC36,0.686171913489677,0.9914712153518124
6481,KCNC3,0.685862316659458,0.9914085036999875
12834,SOWAHA,0.6856631909838954,0.9913457920481625
442,ALDH1A3,0.6855899083189446,0.9912830803963376
801,ARHGAP9,0.6838090694242358,0.9912203687445127
6473,KCNA5,0.6834164749059197,0.9911576570926878
3486,DIRAS3,0.682954193340848,0.991094945440863
6327,ISOC1,0.6829283251940136,0.991032233789038
9684,PCDH20,0.6828684444037341,0.9909695221372131
11373,RILP,0.6816455147302101,0.9909068104853882
1019,ATOH7,0.6814935978401054,0.9908440988335633
5150,GLCCI1,0.6812790191404957,0.9907813871817384
13740,TINCR,0.6807307718465173,0.9907186755299134
15043,WDR66,0.6803292425815812,0.9906559638780885
15061,WDR97,0.6793637404644954,0.9905932522262636
11704,RRP7A,0.679049893702947,0.9905305405744387
6471,KCNA3,0.6790433302524611,0.9904678289226139
8985,NKAIN4,0.6784672399379715,0.990405117270789
2752,COCH,0.6781922967796881,0.990342405618964
7560,LRPAP1,0.6780823686022631,0.9902796939671391
14742,UPP1,0.6768995031171771,0.9902169823153142
8183,MIR29B2CHG,0.6768471951564181,0.9901542706634893
7875,MARCKS,0.6756204430687596,0.9900915590116643
10442,PPM1M,0.6754692828185956,0.9900288473598394
10017,PIF1,0.6752969940147208,0.9899661357080145
14171,TPBG,0.6751308520283594,0.9899034240561896
4633,FER1L4,0.6744906379723508,0.9898407124043648
10698,PRSS35,0.674351744690369,0.9897780007525399
6763,KLK7,0.6743492613778915,0.9897152891007149
3885,EFNB3,0.6739241763196288,0.98965257744889
7692,LYPD5,0.6738457386160479,0.9895898657970651
1752,CABP1,0.673748597937524,0.9895271541452402
13874,TMEM158,0.673245307430493,0.9894644424934153
7674,LXN,0.6732190941370256,0.9894017308415903
13300,SYCP2,0.6730332001485589,0.9893390191897654
474,ALKAL2,0.6726336705848585,0.9892763075379406
2785,COL5A1,0.6722270570770569,0.9892135958861157
1285,BEND6,0.6721055434104481,0.9891508842342908
15065,WFDC1,0.6711379673394975,0.9890881725824658
10858,PTPRR,0.6709264075836167,0.9890254609306409
12950,SPON2,0.6696693031167237,0.988962749278816
13349,SYT6,0.6687336001075133,0.9889000376269911
4900,FZD1,0.6687214841810764,0.9888373259751662
4088,EPB41,0.6686862398640336,0.9887746143233412
13245,SULF2,0.6686783032079987,0.9887119026715163
3827,ECM1,0.6686256392120158,0.9886491910196915
13920,TMEM200A,0.6685631126791963,0.9885864793678666
2171,CD6,0.6682980092244571,0.9885237677160417
12314,SLC16A6,0.6677001360867347,0.9884610560642167
13968,TMEM263,0.667658217843788,0.9883983444123918
9756,PCSK5,0.6674439355405108,0.9883356327605669
800,ARHGAP6,0.6669717769718825,0.988272921108742
11205,RCAN2,0.6666691290220407,0.9882102094569171
12310,SLC16A2,0.6662449756805789,0.9881474978050921
12092,SERTAD4,0.6651832753755403,0.9880847861532672
12355,SLC24A2,0.6650693909023365,0.9880220745014424
6405,JDP2,0.6635322462284771,0.9879593628496175
12407,SLC26A11,0.6633773426410555,0.9878966511977926
2319,CELF2,0.6630439330440707,0.9878339395459677
4282,FABP6,0.6619731352637978,0.9877712278941427
2978,CRYBA2,0.6618479347631562,0.9877085162423178
13330,SYNPR,0.6615240841893155,0.9876458045904929
9168,NRG1,0.6611047642823837,0.987583092938668
9252,NUDT11,0.6600036956989552,0.987520381286843
12271,SKAP1,0.659764725102722,0.9874576696350181
4151,ERFE,0.659610754196072,0.9873949579831933
1792,CADPS2,0.6588182945484851,0.9873322463313684
1302,BHLHE22,0.6578557820364896,0.9872695346795435
10842,PTPRA,0.6570262532442203,0.9872068230277186
2422,CFD,0.6566291257940509,0.9871441113758936
6690,KIRREL2,0.6563189234727705,0.9870813997240687
7963,MCUB,0.656052575593714,0.9870186880722438
1767,CACNA1H,0.6538489643364561,0.9869559764204189
5917,HR,0.6537770552986021,0.986893264768594
10787,PTCHD1,0.6537659953296243,0.9868305531167691
12385,SLC25A37,0.6535947458425062,0.9867678414649442
6113,IGFBP2,0.6524066385920458,0.9867051298131193
7159,LINC01140,0.6520484670802348,0.9866424181612944
4826,FREM3,0.6510564049921442,0.9865797065094695
6724,KLHDC8B,0.649305990403585,0.9865169948576445
9216,NT5DC1,0.6489878881236403,0.9864542832058196
6476,KCNAB3,0.6487618778457545,0.9863915715539947
8723,NAT8L,0.6482823310493984,0.9863288599021698
9118,NPPA,0.648102197958296,0.9862661482503449
5412,GRIA1,0.6471762978031503,0.9862034365985201
3108,CUX1,0.6470533249246816,0.9861407249466951
6569,KCTD9,0.645850351657733,0.9860780132948702
5981,HSPB8,0.6456969187751833,0.9860153016430453
12708,SNAP25,0.6455671701210683,0.9859525899912204
12322,SLC17A8,0.6452832559851339,0.9858898783393955
5930,HS3ST1,0.645006948721065,0.9858271666875705
14052,TMTC1,0.6447388408733068,0.9857644550357456
15282,ZCCHC17,0.643265148219464,0.9857017433839207
11737,RTKN2,0.6429302043581394,0.9856390317320958
15374,ZIC1,0.6428905103731394,0.985576320080271
5042,GDA,0.6426927755942758,0.985513608428446
14676,UCHL3,0.642388372358829,0.9854508967766211
3859,EEPD1,0.6420691190684461,0.9853881851247962
12525,SLC4A8,0.6401283748380686,0.9853254734729713
13660,THAP10,0.639991811073688,0.9852627618211464
7703,LYRM9,0.6387463407369309,0.9852000501693214
4165,ERICH6-AS1,0.6384050582396601,0.9851373385174965
2874,COX7A1,0.63839309042123,0.9850746268656716
10594,PRKCG,0.6382120291718372,0.9850119152138467
5990,HTR1A,0.6376244118784863,0.9849492035620219
1560,C1QL3,0.6374943203190482,0.984886491910197
5903,HPCAL4,0.6374730270191861,0.984823780258372
11530,RORB,0.6356162808180542,0.9847610686065471
2881,CPAMD8,0.6347934061297641,0.9846983569547222
5378,GPR88,0.6346271475557314,0.9846356453028973
8867,NEFM,0.6341062683741608,0.9845729336510723
14539,TWIST2,0.6337330217954257,0.9845102219992474
15553,ZNF365,0.6330557526712152,0.9844475103474225
6816,KRT31,0.6329467436081598,0.9843847986955977
5481,GSTT1,0.6327467136360283,0.9843220870437728
14391,TSHZ3,0.6322770783995282,0.9842593753919479
3823,ECHDC3,0.6320466973511929,0.9841966637401229
4469,FAM71F1,0.6320224639292159,0.984133952088298
9662,PBX4,0.631828746241291,0.9840712404364731
589,ANKRD29,0.6300825504197928,0.9840085287846482
5419,GRIK2,0.6299038602339988,0.9839458171328233
2899,CPNE7,0.6295577911478657,0.9838831054809983
1818,CAMK2D,0.6292263932854839,0.9838203938291734
14160,TP53I11,0.6291546215667055,0.9837576821773486
14868,VAV3,0.6290505610931152,0.9836949705255237
6498,KCNH6,0.628620805172997,0.9836322588736988
8596,MYH7B,0.6276654196306158,0.9835695472218738
7010,LGALS1,0.6274121953703244,0.9835068355700489
4749,FMN1,0.6273856866164613,0.983444123918224
5360,GPR26,0.625073167120069,0.9833814122663991
6716,KLF9,0.6249278699162819,0.9833187006145742
10287,PNPLA3,0.6236483858236471,0.9832559889627492
1855,CAPSL,0.6234396415998624,0.9831932773109243
5934,HS3ST5,0.6226948094724143,0.9831305656590995
2530,CHST8,0.6224738119859218,0.9830678540072746
5373,GPR68,0.622175435573083,0.9830051423554497
11377,RIMKLA,0.6221114117729766,0.9829424307036247
2723,CNR1,0.6216185741973301,0.9828797190517998
304,ADRA1B,0.6213313787727448,0.9828170073999749
5152,GLDC,0.6211807999051258,0.98275429574815
1440,BTG3,0.619430765018792,0.9826915840963251
9992,PHYH,0.6193636922184227,0.9826288724445001
2346,CENPVL3,0.6186066264698603,0.9825661607926752
9084,NOV,0.6181397956761877,0.9825034491408504
11187,RBMS1,0.617986301479831,0.9824407374890255
9180,NRP1,0.6177588020032163,0.9823780258372006
3230,DAPL1,0.6175879936655598,0.9823153141853757
12351,SLC22A9,0.6168682892677732,0.9822526025335507
2347,CENPW,0.6165878697863509,0.9821898908817258
1173,B9D1,0.6164816117023139,0.9821271792299009
6978,LCP2,0.6163703075703352,0.982064467578076
1568,C1R,0.6161864105812892,0.982001755926251
8578,MYBPHL,0.6157065281205198,0.9819390442744262
1314,BID,0.6154627654435131,0.9818763326226013
13209,STX17-AS1,0.6151033617364838,0.9818136209707764
7076,LINC00260,0.6148341489985504,0.9817509093189515
794,ARHGAP4,0.6140683406975926,0.9816881976671266
5417,GRID2,0.6136077954375012,0.9816254860153016
11907,SCGN,0.6133933550525088,0.9815627743634767
8944,NGB,0.6128532437034282,0.9815000627116518
1793,CALB1,0.6117134594666068,0.9814373510598269
13606,TESPA1,0.6115341793060218,0.981374639408002
15206,ZADH2,0.6109336125569139,0.9813119277561771
10404,PPEF1,0.6100456312658011,0.9812492161043522
8697,NANOS1,0.6098142424286268,0.9811865044525273
10591,PRKCB,0.6097562424786529,0.9811237928007024
3215,DACT1,0.6092052232874715,0.9810610811488775
9788,PDE2A,0.6091218478928453,0.9809983694970525
8595,MYH7,0.6082974833153376,0.9809356578452276
14286,TRIM36,0.6081876284120465,0.9808729461934027
3648,DOK6,0.6077057633310763,0.9808102345415778
3555,DNAH5,0.6066215886919246,0.9807475228897529
11375,RILPL2,0.6064946918601,0.9806848112379281
4856,FSTL5,0.6063268586869781,0.9806220995861031
10674,PRR5,0.6060296230791219,0.9805593879342782
1826,CAMKV,0.6059639117716409,0.9804966762824533
9053,NOL4,0.6057259992737644,0.9804339646306284
7191,LINC01637,0.6050442160573412,0.9803712529788035
4741,FLT3,0.6049809806373663,0.9803085413269785
4761,FNBP1L,0.6042372786583408,0.9802458296751536
10959,RAB27B,0.6042256366902098,0.9801831180233287
6470,KCNA2,0.604196254163988,0.9801204063715038
10223,PLPPR3,0.603962473157546,0.980057694719679
14410,TSPAN33,0.6037699614477946,0.979994983067854
13522,TCEA3,0.603191184464656,0.9799322714160291
12343,SLC22A18,0.6029954693087407,0.9798695597642042
5446,GRP,0.6028972006010509,0.9798068481123793
1675,C5orf49,0.6027260846434902,0.9797441364605544
12634,SMARCD3,0.6026264070201297,0.9796814248087294
13244,SULF1,0.6024870620127157,0.9796187131569045
4474,FAM78A,0.6024833569784541,0.9795560015050796
2228,CDH13,0.6022335957340718,0.9794932898532548
14208,TPTE2P6,0.6022240417764544,0.9794305782014299
744,AR,0.601165424156916,0.979367866549605
9667,PCBD1,0.6004720109795966,0.97930515489778
9354,OIP5-AS1,0.6001410343083897,0.9792424432459551
12595,SLIT3,0.59924784983454,0.9791797315941302
15914,ZSCAN18,0.5987914033487898,0.9791170199423053
13574,TDRD9,0.598612526197046,0.9790543082904803
3385,DENND2D,0.5983450936586633,0.9789915966386554
4412,FAM20A,0.5981398373254945,0.9789288849868305
9683,PCDH19,0.5979732672166557,0.9788661733350057
5867,HNRNPC,0.5979346997447668,0.9788034616831808
9155,NR4A3,0.5978960081071352,0.9787407500313559
9470,OSBPL6,0.5977344383280789,0.9786780383795309
4264,F12,0.5974852079233509,0.978615326727706
15129,XKR4,0.597147333832074,0.9785526150758811
8771,NCOA3,0.597072555185307,0.9784899034240562
8439,MSANTD1,0.5969867897801343,0.9784271917722313
5458,GSG1,0.5956350083583145,0.9783644801204063
7104,LINC00599,0.5954882732215538,0.9783017684685814
10317,POLE4,0.595390765678023,0.9782390568167566
15092,WNT10B,0.595351177366292,0.9781763451649317
13594,TENM3,0.5953052406656449,0.9781136335131068
15787,ZNF706,0.5950969945516998,0.9780509218612818
5610,HCG23,0.5947238515861407,0.9779882102094569
6783,KNG1,0.5946689973157252,0.977925498557632
2786,COL5A2,0.5946411282773647,0.9778627869058071
11246,RELL2,0.5943939431148569,0.9778000752539822
11036,RAD54B,0.5943879919341543,0.9777373636021572
7213,LINC02217,0.5943743485253324,0.9776746519503323
13646,TGFBI,0.5942681987473699,0.9776119402985075
7791,MAOB,0.5941343948265081,0.9775492286466826
5345,GPR161,0.5935738507276758,0.9774865169948577
13337,SYT10,0.5935644038821979,0.9774238053430327
15390,ZMAT4,0.59240766333431,0.9773610936912078
9723,PCED1B,0.5922854833044744,0.9772983820393829
930,ASB2,0.5921624692795091,0.977235670387558
12210,SHF,0.5921525118594423,0.9771729587357331
3552,DNAH14,0.5914006031065341,0.9771102470839081
2773,COL21A1,0.5913783996031707,0.9770475354320833
5993,HTR1F,0.5910472943156707,0.9769848237802584
10838,PTPN3,0.5910349469338604,0.9769221121284335
3645,DOK3,0.5906437632266834,0.9768594004766086
4580,FBXO32,0.5905663532886721,0.9767966888247837
14892,VILL,0.5905032882045961,0.9767339771729587
13353,SYTL2,0.5898962430250886,0.9766712655211338
169,ACTC1,0.5898333630915875,0.9766085538693089
1485,C11orf97,0.589675845955223,0.976545842217484
2226,CDH11,0.5895423666832963,0.976483130565659
12217,SHISAL1,0.5894910703798757,0.9764204189138342
3277,DCLK1,0.5894507098884273,0.9763577072620093
4468,FAM71E1,0.5893207323790006,0.9762949956101844
1247,BCL11B,0.5885699780328923,0.9762322839583595
5302,GPC4,0.5881280435016776,0.9761695723065346
13095,ST3GAL6,0.5876779592513484,0.9761068606547096
14184,TPM3,0.5875664339960942,0.9760441490028847
4942,GABRE,0.5874568408409926,0.9759814373510598
14700,UHMK1,0.5863845259129276,0.9759187256992349
12925,SPHK2,0.585949706563071,0.97585601404741
4141,ERC2,0.5855465703526388,0.9757933023955851
5356,GPR20,0.5854321005627546,0.9757305907437602
11754,RTP5,0.5854053415052739,0.9756678790919353
5087,GGCT,0.5853088407566698,0.9756051674401104
9868,PELI3,0.5852170197947385,0.9755424557882855
12216,SHISA9,0.5845365448934517,0.9754797441364605
2897,CPNE5,0.5838206570143403,0.9754170324846356
630,ANO3,0.5835892221329035,0.9753543208328107
6931,LARGE1,0.5834391326026452,0.9752916091809858
4664,FGF9,0.5833174553334839,0.9752288975291609
14950,VSIG10L,0.5826529270712592,0.9751661858773361
12515,SLC47A1,0.5825895734757884,0.9751034742255111
12819,SOHLH1,0.5825196070441484,0.9750407625736862
11457,RNF150,0.5823918776613598,0.9749780509218613
9305,NWD2,0.5819160161836615,0.9749153392700364
12490,SLC39A13,0.5815341505847172,0.9748526276182115
7314,LOC100506100,0.5800326290583939,0.9747899159663865
7673,LUZP2,0.579945311623651,0.9747272043145616
9752,PCSK1,0.5798428154120211,0.9746644926627367
11104,RASAL1,0.5794849387070665,0.9746017810109119
2635,CLMP,0.5794002015337978,0.974539069359087
391,AIRE,0.5783822954843748,0.974476357707262
4581,FBXO33,0.5777344922899437,0.9744136460554371
14958,VSTM2L,0.5775561596827555,0.9743509344036122
8043,MESP1,0.5774840214946813,0.9742882227517873
11260,RET,0.5774137757640126,0.9742255110999624
6664,KIF21B,0.5773777403238942,0.9741627994481374
6918,LAMP5,0.5763127369777802,0.9741000877963125
13692,THRA,0.5762197227897478,0.9740373761444876
6094,IFT22,0.5759586771889783,0.9739746644926628
10048,PIK3CG,0.5758593704217913,0.9739119528408379
944,ASGR2,0.5756212772444009,0.973849241189013
14462,TTC39A,0.5754733774412181,0.973786529537188
14102,TNNT2,0.5753092836739253,0.9737238178853631
864,ARL9,0.5750408401686813,0.9736611062335382
8204,MKL2,0.5743022697140917,0.9735983945817133
10849,PTPRF,0.5741920402829214,0.9735356829298883
9151,NR3C1,0.5737243613030707,0.9734729712780634
13758,TLE1,0.5733489136818598,0.9734102596262385
9197,NSG2,0.5732599009508123,0.9733475479744137
3792,DYRK3,0.5730024168783088,0.9732848363225888
5759,HIST1H2BK,0.5729455069850234,0.9732221246707639
5971,HSPA4L,0.571975586825132,0.9731594130189389
15153,XYLT1,0.5717957206526629,0.973096701367114
5979,HSPB3,0.5710680588873817,0.9730339897152891
8128,MGP,0.5707319345477093,0.9729712780634642
1400,BRINP3,0.570585377213812,0.9729085664116393
196,ACVR1C,0.570214932670374,0.9728458547598143
4370,FAM171B,0.5702045619792468,0.9727831431079894
9480,OSR1,0.5691994857568656,0.9727204314561646
7413,LOC285097,0.5689318099878342,0.9726577198043397
2511,CHRNA3,0.5688102132763623,0.9725950081525148
2685,CMYA5,0.5686324122289486,0.9725322965006898
13854,TMEM132E,0.5683971587477387,0.9724695848488649
8745,NCAM2,0.5682966061989859,0.97240687319704
6287,IQCJ,0.5680694217411913,0.9723441615452151
9128,NPTXR,0.5675711444416891,0.9722814498933902
1570,C1S,0.5675509309485564,0.9722187382415652
13089,ST20,0.5675028196087399,0.9721560265897403
10150,PLCH1,0.5669740486644932,0.9720933149379155
12990,SPTSSB,0.5669247401715467,0.9720306032860906
3523,DLL3,0.5668905926010694,0.9719678916342657
10162,PLD6,0.5668569713776596,0.9719051799824407
7754,MAGI2-AS3,0.5666812261038888,0.9718424683306158
8559,MX1,0.566355266759847,0.9717797566787909
15223,ZBTB16,0.5661914773088647,0.971717045026966
14432,TSTD1,0.5661160867397956,0.9716543333751411
3990,ELMO3,0.5657135095197448,0.9715916217233161
11709,RS1,0.5657106233512768,0.9715289100714913
1630,C2orf27A,0.5654186171005097,0.9714661984196664
8258,MOB1B,0.5652913176099175,0.9714034867678415
13995,TMEM52,0.5649241163156706,0.9713407751160166
14155,TOX3,0.5648368250084083,0.9712780634641917
11372,RIIAD1,0.5648193485550295,0.9712153518123667
3147,CYB5R1,0.564451963815495,0.9711526401605418
15470,ZNF226,0.5644005842028255,0.9710899285087169
4234,EXOC6,0.5643948779234926,0.971027216856892
14764,URM1,0.564047777981189,0.970964505205067
376,AHRR,0.5639973705246302,0.9709017935532422
12895,SPATA33,0.5639961288795595,0.9708390819014173
4253,EXTL2,0.56398271107402,0.9707763702495924
9935,PGM2L1,0.5637117732644168,0.9707136585977675
10099,PKD2L1,0.563694100985084,0.9706509469459426
9089,NOXO1,0.5636755983449692,0.9705882352941176
6755,KLK10,0.5635643750659944,0.9705255236422927
2241,CDH7,0.5634687000453796,0.9704628119904678
7711,LYZL4,0.5633897442852067,0.9704001003386429
3214,DACH2,0.5632657449227203,0.970337388686818
11550,RPH3AL,0.5632633203033418,0.9702746770349931
2729,CNTN1,0.5628482901341562,0.9702119653831682
1166,B4GALT2,0.5625626695010024,0.9701492537313433
13076,SST,0.5622471049055144,0.9700865420795184
6437,KANK4,0.56216803774574,0.9700238304276935
10463,PPP1R17,0.5621030004754861,0.9699611187758685
14899,VIT,0.562001209821074,0.9698984071240436
5229,GNG2,0.5618322214844071,0.9698356954722187
718,APOL2,0.5617097130825288,0.9697729838203938
14154,TOX2,0.5613161807030367,0.9697102721685689
4346,FAM149A,0.5613136322560421,0.9696475605167441
8131,MGST2,0.5610453740909802,0.9695848488649191
13765,TLL1,0.5606777356447215,0.9695221372130942
6691,KIRREL3,0.5603673257503793,0.9694594255612693
5618,HCN4,0.5602434271001001,0.9693967139094444
9255,NUDT14,0.5602417865348872,0.9693340022576195
2299,CDT1,0.5594383136906397,0.9692712906057945
7624,LRRN2,0.5592287138639577,0.9692085789539696
8309,MPP1,0.559200806228941,0.9691458673021447
14966,VWA5A,0.5591272750651057,0.9690831556503199
8570,MYB,0.5589658837102461,0.969020443998495
4281,FABP5P3,0.5588273663205164,0.96895773234667
9679,PCDH12,0.5587839152167869,0.9688950206948451
9978,PHLDA2,0.5583373974573641,0.9688323090430202
14101,TNNT1,0.5578319246969118,0.9687695973911953
2613,CLEC4G,0.5571254184022176,0.9687068857393704
10269,PNKD,0.5569814309012655,0.9686441740875454
11971,SDSL,0.5567960581283825,0.9685814624357205
552,ANK3,0.5563867833472347,0.9685187507838956
14419,TSPOAP1,0.5563564067283788,0.9684560391320708
7165,LINC01197,0.5558779855480764,0.9683933274802459
12832,SOST,0.5556457974430913,0.968330615828421
3289,DCSTAMP,0.5553834620372059,0.968267904176596
8179,MIR124-2HG,0.555359846188024,0.9682051925247711
3309,DDAH2,0.5552755125459173,0.9681424808729462
5526,GULP1,0.5551522132406377,0.9680797692211213
5539,GYPE,0.5550111362787116,0.9680170575692963
3086,CTSZ,0.5544708821730568,0.9679543459174714
12719,SNCA,0.5543083087354878,0.9678916342656465
4822,FRAT1,0.5541277172925485,0.9678289226138217
9747,PCOLCE2,0.553954278561963,0.9677662109619968
1787,CADM1,0.5538154122405016,0.9677034993101719
3433,DHDH,0.5535588368015149,0.9676407876583469
13617,TEX29,0.5534775338846415,0.967578076006522
6162,IL1B,0.5532220968525748,0.9675153643546971
10465,PPP1R1A,0.5530059538847876,0.9674526527028722
9378,OPN4,0.5529230917888962,0.9673899410510473
1805,CALM3,0.5524211031437498,0.9673272293992223
6929,LAPTM4B,0.5524016913857647,0.9672645177473974
8189,MIR600HG,0.5522893154607591,0.9672018060955726
10143,PLCB4,0.5522757252227186,0.9671390944437477
